"event","experiment time","system time","system time text"
"START",0.000000000E0,1636470875.537,"2021-11-09 16:14:35.537 UTC+01:00"
"PAUSE",2.657533750E1,1636470902.112,"2021-11-09 16:15:02.112 UTC+01:00"
