"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571529.299,"2021-11-10 20:12:09.299 UTC+01:00"
"PAUSE",4.503682439E1,1636571574.336,"2021-11-10 20:12:54.336 UTC+01:00"
