"event","experiment time","system time","system time text"
"START",0.000000000E0,1636482122.024,"2021-11-09 19:22:02.024 UTC+01:00"
"PAUSE",3.498130389E1,1636482157.005,"2021-11-09 19:22:37.005 UTC+01:00"
