"event","experiment time","system time","system time text"
"START",0.000000000E0,1636572629.002,"2021-11-10 20:30:29.002 UTC+01:00"
"PAUSE",4.503424946E1,1636572674.036,"2021-11-10 20:31:14.036 UTC+01:00"
