"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571222.391,"2021-11-10 20:07:02.391 UTC+01:00"
"PAUSE",4.502104239E1,1636571267.412,"2021-11-10 20:07:47.412 UTC+01:00"
