"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636390708292010E9,"2021-11-08 17:58:28.292 UTC+01:00"
"PAUSE",5.564010741678067E1,1.636390763932382E9,"2021-11-08 17:59:23.932 UTC+01:00"
