"event","experiment time","system time","system time text"
"START",0.000000000E0,1636485841.563,"2021-11-09 20:24:01.563 UTC+01:00"
"PAUSE",5.548116164E1,1636485897.045,"2021-11-09 20:24:57.045 UTC+01:00"
