"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636394377551613E9,"2021-11-08 18:59:37.552 UTC+01:00"
"PAUSE",2.952028558333404E1,1.636394407072092E9,"2021-11-08 19:00:07.072 UTC+01:00"
