Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.00306931,-8.628703117,5.420472622,-6.675034523
0.02309119,-7.556100368,7.010222435,-7.824251175
0.04308181,-6.177040577,8.178592682,-3.53384161
0.06307244,-4.568136692,11.69328117,-0.344765037
0.08309588,-1.56101954,17.53513336,0.143652096
0.10308494,-7.900865555,27.76316261,-4.730942726
0.12307713,-9.490615845,17.84159088,-4.769249916
0.14306775,4.548983097,4.865017891,2.23139596
0.16308963,4.57771349,-0.076614454,1.59932673
0.18308025,0.938527048,7.182605267,-4.644751072
0.20307244,1.321599364,15.14093113,-6.033388138
0.22309431,0.325611442,13.42668343,-9.126696587
0.24308494,-5.803544998,7.623138428,-5.717353821
0.26307556,-3.897760391,4.357447147,-0.660799682
0.28306619,-3.409343243,8.197746277,-1.695094824
0.30308963,-1.101332784,9.241618156,-3.045424461
0.32308025,-1.417367458,6.512228489,-4.788403511
0.34307088,-3.581725836,5.449203014,-4.38617754
0.36309275,-5.535394192,6.110002518,-3.055001259
0.38308338,-5.793968201,8.178592682,-2.624045134
0.40307556,-5.372588634,9.030928612,-2.681505919
0.42310056,-4.46279192,8.609549522,-2.968810081
0.44308806,-3.878606796,8.245630264,-3.830722809
0.46307869,-3.16034627,7.900865555,-4.616020679
0.48306931,-2.173935175,7.76679039,-4.711789131
0.50309275,-1.206677675,7.594407558,-4.156333923
0.52308338,-0.861912608,6.521805286,-3.466804028
0.543074,-1.656787634,7.747636795,-3.916913986
0.56309588,-2.384624958,9.270348549,-4.654327869
0.5830865,-2.078166962,8.839392662,-4.788403511
0.60307713,-1.8579005,6.387730122,-2.394201756
0.62306931,-2.470816135,5.889736176,-3.38061285
0.64309119,-2.164358377,5.861005783,-3.016694069
0.66308181,0.220266551,6.014234543,-1.168370485
0.68307244,1.647210717,10.67813969,-2.614468336
0.70309431,0.488417149,16.06988144,-1.848323703
0.7230865,-8.599972725,20.4560585,-0.239420176
0.74307713,-11.44428444,12.65096188,0.89064306
0.76306775,-12.66053867,9.193734169,0.785298169
0.78308963,-11.70285797,7.910442352,-0.325611442
0.80308025,-5.592854977,6.483498096,-3.897760391
0.82307244,-1.26413846,5.066130638,-4.788403511
0.84309431,-2.365471363,7.182605267,-4.137180328
0.86308494,-3.045424461,10.39083576,-3.49553442
0.88307556,-3.074155092,10.0364933,-2.11647439
0.90306775,-3.390189648,7.92001915,-1.810016513
0.92310213,-3.447650433,6.675034523,-2.41335535
0.94307869,-2.614468336,6.742072105,-3.045424461
0.96307088,-1.982398987,6.521805286,-3.361459255
0.98309275,-1.59932673,5.98550415,-3.256114244
1.00308494,-1.771709204,5.468356609,-3.265691042
1.02307556,-3.12203908,5.784391403,-3.45722723
1.04306619,-5.832275391,6.234501362,-4.242525578
1.06308806,-8.446743965,5.468356609,-5.257667065
1.08307869,-7.469909191,5.736507416,-6.406883717
1.10307088,-6.512228489,5.793968201,-6.186617374
1.12309119,-5.171475887,7.987056732,-3.888183594
1.14308338,-4.280832767,11.28147888,-0.919373453
1.163074,-3.476380825,19.00038528,0.459686726
1.18309588,-12.12423706,31.74711418,-7.824251175
1.20308806,-2.777273893,13.50329781,2.815581083
1.22307869,6.349422932,2.633621931,3.648763418
1.24306931,2.126051188,1.63763392,-1.580173135
1.26309119,0.785298169,10.14183807,-7.661445618
1.28308338,0.545877993,13.98213768,-7.125144482
1.30307244,-0.995987892,11.76031876,-8.6957407
1.32309588,-8.255207062,4.443638325,-1.666364431
1.3430865,-4.299986362,7.019799232,0.29688102
1.36307713,-1.877054095,10.6398325,-2.987963676
1.38306775,-0.948103845,10.00776291,-3.782838583
1.40309119,-2.260126352,5.755661011,-4.223371983
1.42310838,-4.5394063,5.286397457,-3.821146011
1.44307244,-5.851428986,7.192182064,-3.371036053
1.46309431,-5.573701382,8.983044624,-2.729389906
1.48308494,-5.544970989,8.963891029,-2.901772499
1.50307556,-4.472368717,8.887276649,-3.639186621
1.52306775,-2.930502892,8.082824707,-5.104437828
1.54308963,-1.235408068,6.694188118,-6.196194172
