"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636481956870781E9,"2021-11-09 19:19:16.871 UTC+01:00"
"PAUSE",1.619150045840070E1,1.636481973062396E9,"2021-11-09 19:19:33.062 UTC+01:00"
