"event","experiment time","system time","system time text"
"START",0.000000000E0,1636490382.954,"2021-11-09 21:39:42.954 UTC+01:00"
"PAUSE",4.502297304E1,1636490427.977,"2021-11-09 21:40:27.977 UTC+01:00"
