"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-9.277916688E-4,9.639953613E-2,-9.873917084E0,1.315165100E0
9.095208341E-3,9.984237671E-2,-9.863289185E0,1.366208954E0
1.911720834E-2,7.484436035E-2,-9.853559418E0,1.451381836E0
2.914020832E-2,6.256988525E-2,-9.750872955E0,1.484463043E0
3.916320833E-2,2.305206299E-2,-9.635313263E0,1.487307129E0
4.918629167E-2,-3.742218018E-3,-9.610165558E0,1.469045105E0
5.920929168E-2,-1.496887207E-3,-9.642498322E0,1.475032654E0
6.923129168E-2,1.586700439E-2,-9.720785522E0,1.474134521E0
7.925429166E-2,5.628295898E-2,-9.786798248E0,1.402583313E0
8.927729167E-2,8.622070312E-2,-9.789492645E0,1.345551910E0
9.930029168E-2,7.484436035E-2,-9.717941437E0,1.348695374E0
1.093232917E-1,3.442840576E-2,-9.708061981E0,1.348845062E0
1.193452917E-1,2.365081787E-2,-9.793534241E0,1.338366852E0
1.293682917E-1,3.338058472E-2,-9.786947937E0,1.349593506E0
1.393912917E-1,-1.945953369E-3,-9.664053497E0,1.389111328E0
1.494142917E-1,-1.182540894E-2,-9.589957581E0,1.459465027E0
1.594372917E-1,-7.484436035E-3,-9.565109253E0,1.512005768E0
1.694602917E-1,1.661544800E-2,-9.587412872E0,1.536405029E0
1.794822917E-1,5.119354248E-2,-9.659862213E0,1.546134796E0
1.895052917E-1,7.918533325E-2,-9.707912292E0,1.521885223E0
1.995282917E-1,7.200027466E-2,-9.688303070E0,1.451232147E0
2.095512917E-1,4.819976807E-2,-9.637408905E0,1.400787048E0
2.195742917E-1,1.392105103E-2,-9.633367310E0,1.322799225E0
2.295962917E-1,-3.442840576E-3,-9.702523499E0,1.270408173E0
2.396192917E-1,2.110610962E-2,-9.792486420E0,1.299447784E0
2.496422917E-1,5.538482666E-2,-9.842482452E0,1.358275452E0
2.596652917E-1,6.930587769E-2,-9.849517822E0,1.405577087E0
2.696882917E-1,6.286926270E-2,-9.768087158E0,1.440903625E0
2.797112917E-1,4.625381470E-2,-9.688153381E0,1.455124054E0
2.897332917E-1,4.116439819E-2,-9.707912292E0,1.433718567E0
2.997562917E-1,4.879852295E-2,-9.736802216E0,1.397044830E0
3.097792917E-1,6.167175293E-2,-9.723030853E0,1.347497864E0
3.198022917E-1,6.376739502E-2,-9.708061981E0,1.290915527E0
3.298252917E-1,8.786727905E-2,-9.717492371E0,1.221459961E0
3.398472917E-1,8.532257080E-2,-9.659862213E0,1.213975525E0
3.498702917E-1,7.065307617E-2,-9.645342407E0,1.240320740E0
3.598932917E-1,9.011260986E-2,-9.697434082E0,1.291813660E0
3.699162917E-1,8.412506104E-2,-9.778864746E0,1.319057007E0
3.799392917E-1,9.370513916E-2,-9.847422180E0,1.367406464E0
3.899622917E-1,1.224453735E-1,-9.803114319E0,1.387315063E0
3.999842917E-1,1.278341675E-1,-9.783654785E0,1.399589539E0
4.100072917E-1,1.315763855E-1,-9.758207703E0,1.416204987E0
4.200302917E-1,9.355545044E-2,-9.672735443E0,1.388961639E0
4.300532917E-1,7.289840698E-2,-9.642797699E0,1.350192261E0
4.400762917E-1,7.738906860E-2,-9.649982758E0,1.337768097E0
4.500982917E-1,9.819580078E-2,-9.665999451E0,1.313069458E0
4.601212917E-1,9.595046997E-2,-9.709558868E0,1.292711792E0
4.701442917E-1,1.095721436E-1,-9.789193268E0,1.306034088E0
4.801672917E-1,1.413061523E-1,-9.763746185E0,1.324745178E0
4.901902917E-1,1.416055298E-1,-9.635762329E0,1.292861481E0
5.002122917E-1,8.816665649E-2,-9.604776764E0,1.306782532E0
5.102352917E-1,5.478607178E-2,-9.686806183E0,1.300046539E0
5.202582917E-1,6.526428223E-2,-9.777816925E0,1.271455994E0
5.302812917E-1,7.694000244E-2,-9.871671753E0,1.248553619E0
5.403042917E-1,1.294807434E-1,-9.859846344E0,1.238973541E0
5.503272917E-1,1.480421448E-1,-9.745933228E0,1.263971558E0
5.603492917E-1,1.698966980E-1,-9.707612915E0,1.311123505E0
5.703722917E-1,1.877096558E-1,-9.675729218E0,1.325643311E0
5.803952917E-1,1.601669312E-1,-9.593400421E0,1.323547668E0
5.904182917E-1,1.344204712E-1,-9.568701782E0,1.320703583E0
6.004412917E-1,1.396595764E-1,-9.650581512E0,1.321302338E0
6.104632917E-1,2.118095398E-1,-9.805060272E0,1.319506073E0
6.204862917E-1,2.522254944E-1,-9.810748444E0,1.299747162E0
6.305092917E-1,2.309696960E-1,-9.696386261E0,1.291214905E0
6.405322917E-1,2.203417969E-1,-9.701775055E0,1.301992493E0
6.505552917E-1,2.124082947E-1,-9.775272217E0,1.303938446E0
6.605772917E-1,1.661544800E-1,-9.763147430E0,1.284179535E0
6.706002917E-1,1.074765015E-1,-9.732910309E0,1.231040039E0
6.806232917E-1,9.939331055E-2,-9.752968597E0,1.194665680E0
6.906462917E-1,1.083746338E-1,-9.797575836E0,1.208287354E0
7.006692917E-1,1.127156067E-1,-9.843829651E0,1.247805176E0
7.106922917E-1,1.453477478E-1,-9.789342957E0,1.309027863E0
7.207142917E-1,1.695973206E-1,-9.696985016E0,1.325044556E0
7.307372917E-1,1.589694214E-1,-9.608818359E0,1.382674713E0
7.407602917E-1,1.369651794E-1,-9.581724701E0,1.435215454E0
7.507832917E-1,8.726852417E-2,-9.620344391E0,1.458566895E0
7.608062917E-1,4.281097412E-2,-9.708361359E0,1.433269501E0
7.708282917E-1,2.245330811E-2,-9.788594513E0,1.368304596E0
7.808512917E-1,-1.766326904E-2,-9.864786072E0,1.338366852E0
7.908742917E-1,-1.437011719E-2,-9.933642883E0,1.311422882E0
8.008972917E-1,3.966751099E-2,-9.824968872E0,1.274898834E0
8.109202917E-1,2.439926147E-2,-9.620344391E0,1.224902802E0
8.209432917E-1,-4.101470947E-2,-9.540410614E0,1.228495331E0
8.309652917E-1,-6.960525513E-2,-9.611961823E0,1.280587006E0
8.409882917E-1,-6.646179199E-2,-9.730964355E0,1.336271210E0
8.510112917E-1,-7.738906860E-2,-9.817484436E0,1.348545685E0
8.610342917E-1,-6.885681152E-2,-9.850415955E0,1.373244324E0
8.710572917E-1,-2.065704346E-2,-9.701325989E0,1.406774597E0
8.810792917E-1,2.634521484E-2,-9.574988708E0,1.454225922E0
