"event","experiment time","system time","system time text"
"START",0.000000000E0,1636037756.484,"2021-11-04 15:55:56.484 UTC+01:00"
"PAUSE",4.904253731E1,1636037805.526,"2021-11-04 15:56:45.526 UTC+01:00"
