"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636364147178503E9,"2021-11-08 10:35:47.179 UTC+01:00"
"PAUSE",7.867946908337763E1,1.636364225858242E9,"2021-11-08 10:37:05.858 UTC+01:00"
