"event","experiment time","system time","system time text"
"START",0.000000000E0,1636558296.019,"2021-11-10 16:31:36.019 UTC+01:00"
"PAUSE",4.505661420E1,1636558341.076,"2021-11-10 16:32:21.076 UTC+01:00"
