"event","experiment time","system time","system time text"
"START",0.000000000E0,1636375414.933,"2021-11-08 13:43:34.933 UTC+01:00"
"PAUSE",1.104792031E2,1636375525.413,"2021-11-08 13:45:25.413 UTC+01:00"
