"event","experiment time","system time","system time text"
"START",0.000000000E0,1636390063.841,"2021-11-08 17:47:43.841 UTC+01:00"
"PAUSE",2.835270124E1,1636390092.194,"2021-11-08 17:48:12.194 UTC+01:00"
