"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482471632906E9,"2021-11-09 19:27:51.633 UTC+01:00"
"PAUSE",1.425678700000026E1,1.636482485889415E9,"2021-11-09 19:28:05.889 UTC+01:00"
