"event","experiment time","system time","system time text"
"START",0.000000000E0,1636485463.962,"2021-11-09 20:17:43.962 UTC+01:00"
"PAUSE",4.282606289E1,1636485506.788,"2021-11-09 20:18:26.788 UTC+01:00"
