"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.212237496E-2,-1.057621464E-1,3.194542229E-2,-8.841423690E-2
2.207137481E-2,-1.259172857E-1,1.996099576E-2,-1.061887592E-1
3.202137491E-2,-1.496849358E-1,8.101672865E-3,-1.372063309E-1
4.197137500E-2,-2.001951933E-1,4.769015312E-2,-1.607505679E-1
5.192137486E-2,-3.000352383E-1,1.236331239E-1,-8.976374567E-2
6.187137496E-2,-3.755858243E-1,1.245685071E-1,-3.130935878E-2
7.182137482E-2,-4.467055500E-1,9.461486340E-2,1.084182411E-2
8.177037491E-2,-4.659193456E-1,2.345373109E-2,2.499216422E-2
9.172037500E-2,-4.477325976E-1,-6.152630784E-3,2.637221478E-2
1.016703749E-1,-3.788611591E-1,-9.120116942E-3,2.169239148E-2
1.116203750E-1,-2.869000733E-1,1.703292504E-2,1.546219178E-2
1.215703748E-1,-1.913108379E-1,6.493738294E-2,1.613971964E-2
1.315193749E-1,-1.323524565E-1,1.088640988E-1,1.803296059E-2
1.414693750E-1,-9.802372754E-2,1.449086219E-1,2.196580730E-2
1.514193749E-1,-8.227672428E-2,1.619294137E-1,1.094804425E-2
1.613693750E-1,-8.694265783E-2,1.638312787E-1,5.872724578E-4
1.713193748E-1,-9.435743093E-2,1.700830460E-1,-7.050407119E-3
1.812693749E-1,-1.143924147E-1,1.590411216E-1,-5.729179829E-4
1.912183750E-1,-1.422709227E-1,1.400429308E-1,4.776995629E-4
2.011683749E-1,-1.491627693E-1,1.373577267E-1,-1.185351703E-2
2.111183750E-1,-1.422854215E-1,1.531319022E-1,-3.282910585E-2
2.210683748E-1,-1.324420869E-1,1.919692755E-1,-6.160573289E-2
2.310183749E-1,-1.343217343E-1,2.430236638E-1,-8.539974689E-2
2.409683750E-1,-1.312112659E-1,3.056452572E-1,-9.620588273E-2
2.509173749E-1,-1.329724044E-1,3.352055252E-1,-8.501554281E-2
2.608673749E-1,-1.562760770E-1,3.613876402E-1,-7.195413858E-2
2.708173750E-1,-1.836456507E-1,3.770978749E-1,-6.647974253E-2
2.807666666E-1,-2.051665187E-1,3.919956684E-1,-7.404736429E-2
2.907166665E-1,-2.287559956E-1,4.170506895E-1,-9.095071256E-2
3.006666666E-1,-2.440490872E-1,4.432451427E-1,-1.038788557E-1
3.106156667E-1,-2.469045222E-1,4.769133329E-1,-1.173800230E-1
3.205656665E-1,-2.434401512E-1,5.123770237E-1,-1.467703879E-1
3.305156666E-1,-2.378954440E-1,5.623949170E-1,-1.971054524E-1
3.404656665E-1,-2.221572101E-1,6.344624162E-1,-2.686154842E-1
3.504156666E-1,-2.050876766E-1,7.489495873E-1,-3.712859154E-1
3.603656667E-1,-1.986510158E-1,9.128307700E-1,-4.896362722E-1
3.703146665E-1,-2.087481320E-1,1.118396759E0,-5.948252082E-1
3.802646666E-1,-2.217192054E-1,1.312684059E0,-6.851046085E-1
3.902146665E-1,-2.417200804E-1,1.454207420E0,-7.663752437E-1
4.001646666E-1,-2.792844176E-1,1.565775275E0,-8.393269777E-1
4.101146667E-1,-3.362917900E-1,1.658097744E0,-8.988153338E-1
4.200636665E-1,-4.022781253E-1,1.694701672E0,-9.354369640E-1
4.300136666E-1,-4.428865314E-1,1.683410048E0,-9.716567397E-1
4.399636665E-1,-4.514293373E-1,1.688972235E0,-1.012564421E0
4.499136666E-1,-4.237103760E-1,1.716825128E0,-1.047065139E0
4.598636667E-1,-3.928815722E-1,1.737587690E0,-1.035437465E0
4.698136665E-1,-3.665330708E-1,1.736276388E0,-9.871119261E-1
4.797626666E-1,-3.404135108E-1,1.733739495E0,-9.439281821E-1
4.897126665E-1,-3.376472592E-1,1.736827493E0,-9.208867550E-1
4.996626666E-1,-3.324499428E-1,1.731704235E0,-9.311928153E-1
5.096126667E-1,-3.154230118E-1,1.718946099E0,-9.634543657E-1
5.195626665E-1,-2.912102938E-1,1.707246900E0,-9.802969694E-1
5.295116666E-1,-2.696967423E-1,1.721072435E0,-9.724028707E-1
5.394616665E-1,-2.334387451E-1,1.777112842E0,-9.791252017E-1
5.494116666E-1,-1.688309908E-1,1.862435460E0,-1.006543040E0
5.593616667E-1,-6.038365513E-2,1.935670257E0,-1.038232327E0
5.693116665E-1,7.972711325E-2,2.026829481E0,-1.087686539E0
5.792616666E-1,2.484423667E-1,2.151395559E0,-1.166878819E0
5.892106665E-1,4.629549384E-1,2.373598337E0,-1.284900784E0
5.991606666E-1,7.170605659E-1,2.690811872E0,-1.429377794E0
6.091106667E-1,8.944427967E-1,2.992060661E0,-1.564956903E0
6.190606665E-1,7.885564566E-1,3.076573133E0,-1.683692098E0
6.290106666E-1,3.974779248E-1,2.870782137E0,-1.796230912E0
6.389606665E-1,-8.421237022E-2,2.468587875E0,-1.892592311E0
6.489096666E-1,-4.830662906E-1,2.031126022E0,-1.909394741E0
6.588596667E-1,-6.624851227E-1,1.801128864E0,-1.882980585E0
6.688096665E-1,-6.128762960E-1,1.889312267E0,-1.896044970E0
6.787596666E-1,-3.581689000E-1,2.116520643E0,-1.866859078E0
6.887096665E-1,7.145355642E-2,2.354725838E0,-1.714510918E0
6.986596666E-1,4.506466091E-1,2.677474499E0,-1.606135726E0
7.086086667E-1,5.838075876E-1,3.091959000E0,-1.497066498E0
7.185586665E-1,6.184644103E-1,3.461452007E0,-1.317944407E0
7.285086666E-1,5.768299103E-1,3.645412683E0,-1.193557501E0
7.384586665E-1,3.073458970E-1,3.499137163E0,-1.167203903E0
7.484086666E-1,-1.566856802E-1,3.195116758E0,-1.173982263E0
7.583576667E-1,-5.056452155E-1,3.045522213E0,-1.107064724E0
7.683076665E-1,-6.014002562E-1,3.126871347E0,-8.857384920E-1
7.782576666E-1,-4.976362288E-1,3.513532400E0,-5.597259402E-1
7.882076665E-1,-1.893607378E-1,4.018910885E0,-1.936685890E-1
7.981576666E-1,2.923325598E-1,4.410967827E0,1.671940684E-1
8.081076667E-1,8.506895900E-1,4.789789677E0,4.767729640E-1
8.180566665E-1,1.301407814E0,5.145473003E0,7.267307043E-1
8.280066666E-1,1.540968180E0,5.317316532E0,8.617612123E-1
8.379566665E-1,1.578740597E0,5.367686272E0,8.886241317E-1
8.479066666E-1,1.531898260E0,5.328767300E0,9.549807906E-1
8.578566667E-1,1.406628609E0,5.072800636E0,1.092035770E0
8.678066665E-1,1.194103003E0,4.631773949E0,1.146286726E0
8.777556666E-1,9.210277200E-1,4.259075165E0,1.043702364E0
8.877056665E-1,5.806296468E-1,3.987134457E0,8.893551230E-1
8.976556666E-1,2.949934900E-1,3.434404135E0,8.101832271E-1
9.076056667E-1,1.798298657E-1,2.559139967E0,8.295531869E-1
9.175556665E-1,2.739114463E-1,1.661924005E0,9.293552637E-1
9.275056666E-1,6.573136449E-1,6.356914043E-1,9.658727646E-1
9.374546667E-1,1.726119876E0,-8.836225867E-1,3.862251043E-1
9.474046666E-1,2.831775665E0,-6.006747484E-1,-3.244752437E-2
9.573546667E-1,3.308240175E0,1.431444526E0,-2.895921767E-1
9.673046665E-1,2.911777258E0,3.609889507E0,-4.307224154E-1
9.772546666E-1,1.717773676E0,4.676230431E0,-4.571513534E-1
9.872046665E-1,1.052722409E-1,4.080907345E0,-3.592708409E-1
9.971536666E-1,-1.299229503E0,2.603484154E0,-3.246992230E-1
1.007103667E0,-2.232211828E0,1.180406928E0,-2.899883986E-1
1.017053667E0,-2.509211302E0,3.063636124E-1,-3.084595501E-1
1.027003667E0,-2.011263371E0,6.438879669E-2,-4.589193463E-1
1.036953666E0,-1.102977395E0,1.770357788E-1,-6.271348000E-1
1.046903667E0,-1.536238790E-1,6.181042790E-1,-6.766272187E-1
1.056852667E0,6.918027997E-1,9.978234172E-1,-6.077039838E-1
1.066802667E0,1.234475136E0,1.086271286E0,-4.647979438E-1
1.076752667E0,1.432024837E0,9.536658525E-1,-3.133736253E-1
1.086702666E0,1.470526218E0,6.473777890E-1,-2.610105574E-1
1.096652667E0,1.479955435E0,4.068354666E-1,-3.824661970E-1
1.106602667E0,1.464612961E0,3.089699149E-1,-5.810636878E-1
1.116551667E0,1.485890865E0,1.942803115E-1,-6.947810650E-1
1.126501667E0,1.450762987E0,1.449055672E-1,-7.435182333E-1
1.136451667E0,1.336593747E0,1.230596155E-1,-7.705834508E-1
1.146401667E0,1.211319804E0,-3.484747838E-3,-7.356222868E-1
1.156351667E0,1.188741446E0,-2.689052820E-1,-7.076586485E-1
1.166301667E0,1.251227498E0,-4.943631589E-1,-7.643759847E-1
1.176250667E0,1.449682713E0,-6.357451677E-1,-8.656492233E-1
1.186200667E0,1.751572728E0,-6.235577464E-1,-9.925773740E-1
