Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.00878181,5.959766388,-5.679645061,-0.29568392
0.026824,6.189610004,-5.042787552,-0.257376671
0.04486619,5.524022102,-4.999691486,-0.113724582
0.06290838,4.676474571,-5.694010258,0.571017087
0.08095056,4.144961834,-7.408258438,2.19428587
0.09899275,3.019686937,-9.280524254,2.218227863
0.11703494,1.329380512,-11.60289955,1.734599113
0.13507713,-0.490212798,-13.22616863,1.480813742
0.15311947,-3.310582399,-14.26525211,0.920570552
0.17116213,-4.229955673,-13.63318348,1.586158633
0.18920478,-1.620275974,-10.96125412,1.89740479
0.20724744,1.664568782,-8.337208748,2.778470993
0.22528968,4.619013786,-8.241440773,2.582146645
0.24333187,3.986944437,-8.734646797,2.582146645
0.26137405,0.697311223,-9.227851868,2.069787264
0.27941624,-0.064044893,-8.993220329,2.467224836
0.29745843,0.046088383,-7.714716434,2.127248287
0.31550062,-0.097563721,-5.497685432,0.796072066
0.3335428,0.85532856,-4.50169754,-0.262165099
0.351584,1.947084546,-4.310161591,-0.108936176
0.36962619,2.502539396,-4.492120743,0.628477931
0.3876703,2.655768156,-5.39234066,3.357867956
0.40571249,0.96546185,-5.205593109,5.670666695
0.42375468,2.928707123,-5.43064785,3.041833162
0.44179687,1.769913554,-5.780201435,0.958877802
0.45983905,1.712452769,-5.401917458,0.077811554
0.47788124,3.057994127,-6.16806221,0.776918471
0.49592343,4.619013786,-6.91984129,2.031480074
0.51396562,6.069900036,-8.116942406,4.320336819
0.5320078,9.258976936,-9.821614265,5.191826344
0.55004999,15.34503746,-10.86069775,4.60764122
0.56809218,17.24603271,-10.85112095,6.13514185
0.58613437,12.62522411,-9.941324234,9.702502251
0.60416155,9.144054413,-10.36749172,9.736021042
0.62221999,6.534375191,-12.45523548,6.039373875
0.64026218,4.456207752,-14.43763447,4.83748436
0.65830437,1.353322506,-16.72649193,5.967547894
0.67634655,-2.980182648,-15.68262005,1.667561531
0.69438874,-4.723161221,-12.86225033,-2.373851061
0.71243093,-3.463811398,-9.931747437,-3.345896959
0.73047312,-2.635417461,-7.676409245,-1.626860023
0.7485153,-1.773504853,-6.460154533,0.901416957
0.76655749,-0.806247413,-5.832873821,1.547851443
0.78459968,0.424372256,-6.350021362,-0.444124401
0.80264187,1.951872945,-7.360374451,-1.550245643
0.82068405,3.38360548,-8.035539627,-1.540668845
0.83872624,4.513668537,-8.581417084,-1.258152962
0.85676853,5.461772442,-9.37150383,-0.942118347
0.87481119,6.165668011,-10.70268059,-1.167173386
0.89285385,6.09384203,-11.63162994,-2.105700493
0.9108965,5.840056419,-11.12405968,-1.48799634
0.92893879,5.375581264,-10.00357342,-0.836773515
0.94698098,4.662109375,-9.041104317,-0.994790793
0.96502317,3.656544447,-8.619724274,-0.937329948
0.98306536,2.421136379,-8.739435196,-0.9660604
1.00110754,1.616684675,-8.734646797,-0.913387954
1.01914973,1.233612418,-8.581417084,-0.870292306
1.03719192,1.324592113,-8.667608261,-0.726640225
1.05523411,1.913565755,-8.806472778,-1.090558887
1.07327629,2.674921751,-8.988431931,-1.44968915
1.09131848,3.196857929,-9.069834709,-1.650802016
1.10936067,3.881599426,-9.151237488,-1.492784739
1.12740286,4.413112164,-9.184756279,-1.33955586
1.14544504,4.844068527,-9.108141899,-1.200692177
1.1634877,4.896740913,-8.830414772,-0.764947414
1.18153036,4.647744179,-8.691550255,0.312443316
1.19957301,4.293402195,-9.069834709,2.285265446
1.21761541,3.613448858,-9.859921455,1.131260276
1.2356576,3.895964622,-9.735423088,-0.123301387
1.25369978,4.336497784,-9.543886185,-0.846350312
1.27174197,4.437054157,-9.419387817,-1.44968915
1.28978416,4.336497784,-9.127295494,-1.655590534
1.30782635,4.15932703,-8.710704803,-1.895010591
1.32586853,4.08271265,-8.394669533,-2.110488892
1.3439115,3.991732836,-8.126519203,-2.302024841
1.36195369,4.216787815,-7.863156796,-2.081758261
1.37999588,4.571129799,-7.973290443,-1.995567083
1.39803806,5.160103321,-7.963713169,-1.823184609
1.41608025,5.485714436,-7.978078842,-1.612494826
1.43412244,5.595848083,-8.236652374,-0.487220049
1.45216463,5.255871296,-9.189544678,4.478354454
1.47020681,5.006874084,-10.4345293,5.01465559
1.488249,5.12658453,-11.56459236,4.243722439
1.50629119,5.729923248,-12.66592598,4.765658379
1.52433338,5.476137638,-12.68986797,5.364208698
1.54237556,4.015674591,-11.66514969,4.138377666
1.56041775,2.057217836,-11.82795525,3.214215755
1.5784602,0.730830073,-14.25088692,4.152742863
1.59650286,-0.576404035,-15.20856762,0.547075093
1.61454551,-1.82138896,-14.71057415,-1.406593442
1.63258817,-2.587533474,-12.31158352,-2.369062662
1.65063036,-2.295440912,-9.888651848,-2.234987259
1.66867254,-0.068833299,-9.084199905,-0.793677867
1.68671473,3.287837505,-7.810484409,0.872686505
1.70475692,6.577470779,-6.35959816,1.11689508
1.72279911,7.61655426,-5.933430195,2.031480074
1.74084129,5.231929302,-7.207145691,3.472789526
1.75888348,2.296638012,-7.484873295,4.195838451
1.77692567,3.129820108,-6.273406982,3.45842433
1.79496786,3.963002443,-5.904699802,0.925358951
1.81301004,3.172915697,-5.449801445,-0.808043063
1.83105223,2.708440781,-5.248688698,-0.678756177
1.84909442,2.186504602,-5.780201435,0.824802458
1.86713692,1.808220863,-6.4984622,1.71065712
1.88517958,1.4490906,-6.76661253,1.701080322
1.90322223,1.894412041,-7.164050102,0.934935749
1.92126484,4.19763422,-7.456142426,1.595735431
1.93930702,6.050746441,-7.762600422,3.45842433
1.95734921,7.28615427,-8.432976723,6.154295444
1.9753914,8.133701324,-8.959701538,7.739256859
1.99343359,11.86386776,-8.734646797,6.590040207
2.01147577,15.5748806,-6.962936878,5.656301498
2.02951796,16.09202766,-5.272630692,2.357091665
2.04756015,14.56452751,-5.626972675,-0.056263741
2.06560234,10.94449425,-8.476072311,1.303642869
2.08364452,8.282142639,-11.94766521,7.629123688
2.10168249,3.297414303,-15.61558247,9.506177902
2.11972713,-3.157353401,-15.72571564,1.404199243
2.13777228,-7.126939774,-14.60044098,-4.624400616
2.15581447,-5.340865612,-12.05779839,-5.682637691
2.17385666,-3.60746336,-10.04666901,-3.695450306
2.19189885,-2.247556925,-9.376292229,-1.799242616
2.20994103,-1.830965757,-9.567828178,-0.338779539
2.22798322,-1.874061346,-10.35312653,0.480037451
2.24602541,0.050876785,-11.0378685,0.087388359
2.2640676,2.612672567,-11.68430328,-0.822408259
2.28210978,4.863222122,-10.65479565,-1.995567083
2.30015197,5.931035995,-9.069834709,-2.369062662
2.31819416,5.916670799,-8.126519203,-2.507926226
2.33623635,5.758653641,-8.28932476,-1.9333179
2.35426426,4.5663414,-9.591770172,-1.63643682
2.37232218,5.08827734,-8.859145164,-1.047463298
2.39036437,6.376357555,-7.427412033,-0.343567938
