"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482058749868E9,"2021-11-09 19:20:58.750 UTC+01:00"
"PAUSE",1.988471554166608E1,1.636482078634215E9,"2021-11-09 19:21:18.634 UTC+01:00"
