"event","experiment time","system time","system time text"
"START",0.000000000E0,1636394465.259,"2021-11-08 19:01:05.259 UTC+01:00"
"PAUSE",2.898503452E1,1636394494.244,"2021-11-08 19:01:34.244 UTC+01:00"
