"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636386799328025E9,"2021-11-08 16:53:19.328 UTC+01:00"
"PAUSE",4.937861600005999E1,1.636386848706866E9,"2021-11-08 16:54:08.707 UTC+01:00"
