"event","experiment time","system time","system time text"
"START",0.000000000E0,1636379790.431,"2021-11-08 14:56:30.431 UTC+01:00"
"PAUSE",3.954930781E1,1636379829.980,"2021-11-08 14:57:09.980 UTC+01:00"
