"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.742083346E-3,-3.309767303E0,6.522536316E0,7.836952972E0
1.176108333E-2,-3.458408203E0,6.375392303E0,7.964936829E0
2.178108331E-2,-3.481460266E0,5.734425201E0,7.812703400E0
3.180008335E-2,-3.437152405E0,5.167254639E0,7.848479004E0
4.182008334E-2,-3.381917267E0,5.045707397E0,8.039332123E0
5.183908332E-2,-3.360661469E0,5.144951019E0,8.296048279E0
6.185908336E-2,-3.451223145E0,5.302722931E0,8.420888672E0
7.187908335E-2,-3.872746582E0,5.696104889E0,8.393345947E0
8.189808333E-2,-4.354295197E0,6.200705566E0,8.294701080E0
9.191808332E-2,-4.523742828E0,6.522536316E0,8.168962555E0
1.019370834E-1,-4.247567139E0,6.476881256E0,8.006699982E0
1.119570833E-1,-3.596271515E0,5.980363770E0,7.628137207E0
1.219760833E-1,-2.464924164E0,5.093308411E0,7.041507111E0
1.319960833E-1,-1.232536926E0,4.200714569E0,6.440357208E0
1.420160834E-1,-1.153501282E0,4.036506042E0,6.135441284E0
1.520350833E-1,-2.201022949E0,4.573140106E0,6.275699615E0
1.620550833E-1,-3.437152405E0,5.193150787E0,6.716233521E0
1.720740834E-1,-4.244273987E0,5.613177338E0,7.448660431E0
1.820940833E-1,-4.410578156E0,5.918093262E0,8.372539215E0
1.921140833E-1,-4.279750214E0,6.048771515E0,8.722212067E0
2.021330833E-1,-3.906576233E0,5.605692902E0,9.588460693E0
2.121530834E-1,-3.254083099E0,4.929099884E0,9.854756927E0
2.221720833E-1,-2.578837280E0,4.302951965E0,9.402247925E0
2.321920833E-1,-1.789828033E0,3.743714905E0,9.013805695E0
2.422110834E-1,-1.248703308E0,3.325334930E0,8.588090973E0
2.522310833E-1,-1.315614166E0,2.914589081E0,8.090226288E0
2.622500833E-1,-8.399034119E-1,2.875220947E0,8.099207611E0
2.722700833E-1,-4.308041382E-1,3.097209320E0,8.067623291E0
2.822900834E-1,-4.598437500E-1,3.202440491E0,8.079897766E0
2.923090833E-1,-4.739144897E-1,3.199446716E0,8.339308319E0
3.023290833E-1,-5.670208740E-1,3.059936829E0,8.542435913E0
3.123480834E-1,-7.455995178E-1,2.947670288E0,8.520581360E0
3.223680833E-1,-1.002165985E0,3.071313171E0,8.389753418E0
3.323870833E-1,-1.229094086E0,3.252885590E0,8.375233612E0
3.424070833E-1,-1.536854095E0,3.193758545E0,8.342900848E0
3.524270834E-1,-1.688488770E0,2.950065308E0,8.301586761E0
3.624460833E-1,-1.540446625E0,2.715802460E0,8.314909058E0
3.724660833E-1,-1.408570862E0,2.457739105E0,8.246201935E0
3.824850834E-1,-1.316512299E0,2.108365631E0,7.955955505E0
3.925050833E-1,-9.654922485E-1,1.969753876E0,8.355025635E0
4.025240833E-1,-8.187973022E-1,2.308499451E0,8.724457397E0
4.125440833E-1,-5.869294739E-1,2.884351959E0,9.268426208E0
4.225640834E-1,-3.396437073E-1,3.476969604E0,9.582473145E0
4.325830833E-1,-3.439846802E-1,3.964356079E0,9.719288635E0
4.426030833E-1,-5.626799011E-1,4.132755890E0,9.673483887E0
4.526220833E-1,-8.000862122E-1,3.794160004E0,9.666897583E0
4.626420834E-1,-1.067430267E0,3.133284302E0,9.667646027E0
4.726610833E-1,-1.367256775E0,2.566113739E0,9.481283569E0
4.826810833E-1,-1.558259583E0,2.263293457E0,9.181756439E0
4.927010833E-1,-9.419911194E-1,2.246678009E0,9.232500916E0
5.027200833E-1,-9.729766846E-2,2.507136383E0,9.050778809E0
5.127400833E-1,6.255491638E-1,2.827919312E0,8.655600586E0
5.227590833E-1,1.075513458E0,2.991080017E0,8.641230469E0
5.327790834E-1,1.150058441E0,3.024610291E0,8.880882111E0
5.427980833E-1,1.003064117E0,2.883004761E0,9.215586090E0
5.528180833E-1,8.297245789E-1,2.552941132E0,9.564510498E0
5.628380833E-1,7.113208008E-1,2.219284973E0,9.983339539E0
5.728570833E-1,6.664141846E-1,1.876348114E0,1.042896286E1
5.828770833E-1,5.984555054E-1,1.491797791E0,1.062984512E1
5.928960833E-1,5.349874878E-1,1.260528717E0,1.050710037E1
6.029160834E-1,5.269042969E-1,1.267264709E0,1.044917084E1
6.129350833E-1,6.069877625E-1,1.374441833E0,1.050425629E1
6.229550833E-1,7.388635254E-1,1.457369385E0,1.023840912E1
6.329750833E-1,9.518705750E-1,1.373394012E0,9.978699188E0
6.429940833E-1,1.206042023E0,1.197360077E0,9.749076691E0
6.530140833E-1,1.454525299E0,1.040785675E0,9.648785248E0
6.630330833E-1,1.621577911E0,9.963281250E-1,9.673633575E0
6.730530834E-1,1.625469818E0,1.085991669E0,9.676028595E0
6.830720833E-1,1.428479462E0,1.245260468E0,9.694889374E0
6.930920833E-1,1.009201355E0,1.360820160E0,9.739346924E0
7.031120833E-1,6.646179199E-1,1.391955414E0,9.688153381E0
7.131310834E-1,5.216651917E-1,1.437909851E0,9.440119171E0
7.231510833E-1,3.969744873E-1,1.570833435E0,9.342971191E0
7.331700833E-1,7.873626709E-2,1.766027527E0,9.416168976E0
7.431900834E-1,-1.604663086E-1,1.977837067E0,9.660760345E0
7.532090833E-1,-5.777984619E-2,2.117646332E0,9.729916534E0
7.632290833E-1,1.869612122E-1,2.139949951E0,9.623038788E0
7.732490833E-1,3.246748352E-1,2.099833374E0,9.620045013E0
7.832680834E-1,3.330574036E-1,2.087109833E0,9.573641510E0
7.932880833E-1,2.559677124E-1,2.125430145E0,9.461225281E0
8.033070833E-1,1.228944397E-1,2.145338745E0,9.325906677E0
8.133270833E-1,-8.457412720E-2,2.148332520E0,9.293274536E0
8.233465000E-1,-2.727328491E-1,2.144440613E0,9.361083527E0
8.333665000E-1,-4.165837097E-1,2.171085205E0,9.358389130E0
8.433865000E-1,-5.251080322E-1,2.177072754E0,9.358239441E0
8.534055000E-1,-5.625302124E-1,2.158810730E0,9.461824036E0
8.634255000E-1,-4.161346436E-1,2.104324036E0,9.527537384E0
8.734445000E-1,-2.056723022E-1,2.127825165E0,9.383387146E0
8.834645000E-1,-1.212478638E-1,2.210603027E0,9.137598267E0
8.934835000E-1,-2.034269714E-1,2.322719879E0,9.068891144E0
9.035035000E-1,-4.216731262E-1,2.449206848E0,9.118737488E0
9.135235000E-1,-5.477110291E-1,2.573598175E0,9.214987335E0
9.235425000E-1,-4.818479919E-1,2.580483856E0,9.302106171E0
9.335625000E-1,-2.963836670E-1,2.490520935E0,9.437424774E0
9.435815000E-1,-1.374142456E-1,2.404749298E0,9.487869873E0
9.536015000E-1,-8.502319336E-2,2.342029724E0,9.487570496E0
9.636205000E-1,-1.457968140E-1,2.267933807E0,9.433083801E0
9.736405000E-1,-2.034269714E-1,2.194736023E0,9.380692749E0
9.836595000E-1,-2.186952209E-1,2.178719330E0,9.224268036E0
9.936795000E-1,-3.607498169E-1,2.211950226E0,9.115294647E0
1.003699500E0,-6.004014587E-1,2.353256378E0,9.156908112E0
1.013718500E0,-7.138655090E-1,2.505489807E0,9.254205780E0
1.023738500E0,-6.289920044E-1,2.550845490E0,9.265881500E0
1.033757500E0,-4.342469788E-1,2.494861908E0,9.208251343E0
1.043777500E0,-3.502716064E-1,2.417323151E0,9.247020721E0
1.053796500E0,-3.927832031E-1,2.351310425E0,9.266031189E0
1.063816500E0,-4.767585754E-1,2.280357971E0,9.299561462E0
1.073836500E0,-5.107379150E-1,2.176773376E0,9.368118896E0
1.083855500E0,-5.487588501E-1,2.087558899E0,9.478140106E0
1.093875500E0,-5.483097839E-1,2.056423645E0,9.639205170E0
1.103894500E0,-5.032534790E-1,2.070943451E0,9.698930969E0
1.113914500E0,-4.977149963E-1,2.060914307E0,9.709409180E0
1.123933500E0,-4.821473694E-1,1.985171814E0,9.719138947E0
1.133953500E0,-4.337979126E-1,1.935325470E0,9.662107544E0
1.143973500E0,-3.945794678E-1,2.036065979E0,9.527387695E0
1.153992500E0,-3.933819580E-1,2.201322327E0,9.395362244E0
1.164012500E0,-4.302053833E-1,2.329455872E0,9.314230957E0
1.174031500E0,-4.490661621E-1,2.380799103E0,9.230704651E0
1.184051500E0,-4.661306763E-1,2.347268829E0,9.191186829E0
1.194070500E0,-5.513035583E-1,2.258802795E0,9.245074768E0
1.204090500E0,-6.611750793E-1,2.130220184E0,9.408983917E0
1.214109500E0,-6.959028625E-1,1.987117767E0,9.518256683E0
1.224129500E0,-6.629713440E-1,1.855541382E0,9.586814117E0
1.234149500E0,-6.023474121E-1,1.763782196E0,9.600136414E0
1.244168500E0,-5.343887329E-1,1.764081573E0,9.484726410E0
1.254188500E0,-5.119354248E-1,1.817520447E0,9.343120880E0
1.264207500E0,-5.185217285E-1,1.929188232E0,9.308991852E0
1.274227500E0,-4.999603271E-1,2.056723022E0,9.326056366E0
1.284246500E0,-5.230123901E-1,2.157912598E0,9.345366211E0
1.294266500E0,-5.498066711E-1,2.182760925E0,9.444460144E0
1.304286500E0,-5.436694336E-1,2.077978821E0,9.537566528E0
1.314305500E0,-5.542973328E-1,1.958826599E0,9.581724701E0
1.324325500E0,-5.580395508E-1,1.847458191E0,9.581575012E0
1.334344500E0,-5.041516113E-1,1.748963013E0,9.474248199E0
1.344364500E0,-4.219725037E-1,1.692530365E0,9.377549286E0
1.354383500E0,-3.435356140E-1,1.661844177E0,9.339378662E0
1.364403500E0,-2.981799316E-1,1.675016785E0,9.393865356E0
1.374422500E0,-3.146456909E-1,1.726509705E0,9.520202637E0
1.384442500E0,-3.504212952E-1,1.785487061E0,9.659712524E0
1.394462500E0,-3.890409851E-1,1.829645233E0,9.742640076E0
1.404481500E0,-4.728666687E-1,1.873953094E0,9.787546692E0
1.414501500E0,-4.848417664E-1,1.867067413E0,9.808802490E0
1.424520500E0,-3.914360046E-1,1.810784454E0,9.684710541E0
1.434540500E0,-3.384461975E-1,1.710193634E0,9.510173492E0
1.444559500E0,-2.959346008E-1,1.589394836E0,9.346414032E0
1.454579500E0,-2.616558838E-1,1.574875031E0,9.135951691E0
1.464599500E0,-3.097059631E-1,1.703607330E0,8.951385498E0
1.474618500E0,-4.326004028E-1,1.884880371E0,8.959319000E0
1.484638500E0,-5.203179932E-1,2.020348663E0,9.107211456E0
1.494657500E0,-4.652325439E-1,2.100881195E0,9.273964691E0
1.504677500E0,-3.876937866E-1,2.107168121E0,9.429640961E0
1.514696500E0,-3.010240173E-1,2.071093140E0,9.565708008E0
1.524716500E0,-2.430944824E-1,2.023791504E0,9.648186493E0
1.534735500E0,-2.459385681E-1,1.940564575E0,9.667795715E0
1.544755500E0,-2.815644836E-1,1.858535156E0,9.657916260E0
1.554775500E0,-3.156935120E-1,1.832189941E0,9.562564545E0
1.564794500E0,-3.559597778E-1,1.839225311E0,9.460626526E0
1.574814500E0,-3.692820740E-1,1.872755585E0,9.448202362E0
