"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.002083341E-3,-3.066606224E-1,-7.929638624E-1,2.978039086E-1
1.802108332E-2,-2.687353492E-1,-9.587656260E-1,3.367726207E-1
2.804108331E-2,-2.762636840E-1,-1.025575042E0,3.523762524E-1
3.806008335E-2,-3.364295363E-1,-9.321343303E-1,3.479591310E-1
4.808008333E-2,-4.213227630E-1,-7.102496028E-1,2.998890281E-1
5.809908331E-2,-4.817392230E-1,-3.716939092E-1,1.645962149E-1
6.811908336E-2,-4.990261793E-1,4.361293837E-2,-5.239913985E-2
7.813908334E-2,-4.963590503E-1,4.087562859E-1,-2.781020403E-1
8.815808332E-2,-4.789401293E-1,6.039635539E-1,-4.455525577E-1
9.817808331E-2,-4.430148602E-1,5.500995517E-1,-5.133305192E-1
1.081970833E-1,-3.946427703E-1,2.657222450E-1,-4.653737843E-1
1.182170833E-1,-3.428621292E-1,-2.403827906E-1,-2.538788617E-1
1.282360833E-1,-3.125422895E-1,-8.003541827E-1,8.753879368E-2
1.382560834E-1,-3.306677639E-1,-1.241795182E0,4.313222468E-1
1.482760833E-1,-3.951585591E-1,-1.516753912E0,6.498319507E-1
1.582950833E-1,-5.308895111E-1,-1.612152100E0,7.069625854E-1
1.683150833E-1,-7.638486624E-1,-1.571083784E0,6.083492041E-1
1.783340833E-1,-1.024656534E0,-1.440401077E0,3.405044377E-1
1.883540833E-1,-1.137867093E0,-1.154602647E0,-2.042593993E-2
1.983740833E-1,-1.165482998E0,-9.631819725E-1,-3.985937536E-1
2.083930834E-1,-1.169557095E0,-7.376597524E-1,-6.766873002E-1
2.184130833E-1,-1.163318992E0,-4.568579197E-1,-8.143317103E-1
2.284320833E-1,-1.164247751E0,-2.346741855E-1,-7.696397901E-1
2.384520833E-1,-1.139088869E0,-1.028655544E-1,-6.521773338E-1
2.484710834E-1,-1.051657200E0,-7.071980834E-2,-6.131151915E-1
2.584910833E-1,-9.525197744E-1,-1.778952628E-1,-5.805428624E-1
2.685100833E-1,-8.701751232E-1,-2.763048112E-1,-5.270288587E-1
2.785300833E-1,-8.029372692E-1,-3.874792755E-1,-4.535154998E-1
2.885500834E-1,-7.444082499E-1,-5.021008253E-1,-3.922609985E-1
2.985690833E-1,-6.737630963E-1,-5.764722228E-1,-3.849607408E-1
3.085890833E-1,-5.607985854E-1,-5.761437416E-1,-4.281238317E-1
3.186080834E-1,-3.872353435E-1,-5.497419238E-1,-4.763829708E-1
3.286280833E-1,-2.028932422E-1,-5.287392139E-1,-4.964145124E-1
3.386470833E-1,-1.907547563E-2,-5.150913000E-1,-5.292810798E-1
