"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.137024997E-2,-6.989690065E-1,1.642894894E-1,2.220802605E-1
2.134325000E-2,-8.523259759E-1,-1.381895319E-2,2.639222741E-1
3.131624998E-2,-9.653420448E-1,-1.681866944E-1,2.777901590E-1
4.128924996E-2,-1.049105644E0,-2.549493313E-1,2.782383263E-1
5.126225000E-2,-1.097190619E0,-3.338100612E-1,2.446212620E-1
6.123524997E-2,-1.128618002E0,-4.638520479E-1,1.844525635E-1
7.120824995E-2,-1.180551410E0,-6.647904515E-1,1.075782776E-1
8.118124999E-2,-1.304904103E0,-8.384174705E-1,-2.296762913E-2
9.115424997E-2,-1.524027348E0,-1.015644431E0,-2.239305526E-1
1.011272500E-1,-1.752225041E0,-1.335326910E0,-4.119597971E-1
1.111002500E-1,-1.983476400E0,-1.674367070E0,-6.608540416E-1
1.210732500E-1,-2.165175438E0,-1.939280868E0,-8.461030126E-1
1.310462500E-1,-2.215982676E0,-2.087190866E0,-9.030014277E-1
1.410192500E-1,-2.102955103E0,-2.133603334E0,-9.025672078E-1
1.509922500E-1,-1.871187568E0,-2.100507736E0,-8.434226513E-1
1.609652500E-1,-1.607826352E0,-1.936931968E0,-6.756756902E-1
1.709382500E-1,-1.404112339E0,-1.625875115E0,-4.672878087E-1
1.809112500E-1,-1.280356884E0,-1.206253529E0,-3.050689995E-1
1.908842500E-1,-1.192357063E0,-7.052413225E-1,-1.743136644E-1
2.008572500E-1,-1.101347089E0,-1.506631076E-1,-3.280918580E-3
2.108302500E-1,-1.004180074E0,2.856883705E-1,2.322756797E-1
2.208032500E-1,-9.702895284E-1,5.648831725E-1,5.343598723E-1
2.307762500E-1,-1.060423851E0,7.624319792E-1,8.339196444E-1
2.407492500E-1,-1.274658442E0,9.246949553E-1,1.152557373E0
2.507222500E-1,-1.543374419E0,1.076254129E0,1.485599518E0
2.606952500E-1,-1.659241319E0,1.335999250E0,1.722121716E0
2.706682500E-1,-1.114893317E0,1.492082953E0,1.747878790E0
2.806412500E-1,-4.145799577E-1,1.571592093E0,1.590399861E0
2.906142500E-1,3.444129527E-1,1.974514961E0,1.501486778E0
3.005872500E-1,9.592926502E-1,2.494189739E0,1.451669931E0
3.105602500E-1,1.411313772E0,3.037078619E0,1.416212082E0
3.205332500E-1,1.706944704E0,3.548375130E0,1.343757987E0
3.305052500E-1,1.828898072E0,3.917085886E0,1.160861135E0
3.404782500E-1,1.757026315E0,4.098244667E0,8.759285212E-1
3.504512500E-1,1.514860272E0,4.167211533E0,5.160198212E-1
3.604242500E-1,1.137503147E0,4.155921936E0,1.601381153E-1
3.703972500E-1,6.745797396E-1,4.101583481E0,-1.382943839E-1
3.803702500E-1,2.237402201E-1,4.035514355E0,-4.025311172E-1
3.903432500E-1,-1.816951632E-1,3.783699751E0,-6.670676470E-1
4.003162500E-1,-5.851501822E-1,3.339907169E0,-9.263924360E-1
4.102892500E-1,-1.042740345E0,2.832486629E0,-1.116340041E0
4.202622500E-1,-1.546690226E0,2.223914146E0,-1.270714998E0
4.302352500E-1,-2.041460514E0,1.506083488E0,-1.456296206E0
4.402082500E-1,-2.494857073E0,9.013559818E-1,-1.628194690E0
4.501812500E-1,-2.841003656E0,6.656084061E-1,-1.738794327E0
4.601542500E-1,-3.008699894E0,6.444411874E-1,-1.877776861E0
4.701272500E-1,-2.960983992E0,6.800276637E-1,-2.015096664E0
