"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482537119839E9,"2021-11-09 19:28:57.120 UTC+01:00"
"PAUSE",1.502313579166730E1,1.636482552142765E9,"2021-11-09 19:29:12.143 UTC+01:00"
