"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636296142735553E9,"2021-11-07 15:42:22.736 UTC+01:00"
"PAUSE",4.291768525000225E1,1.636296185652106E9,"2021-11-07 15:43:05.652 UTC+01:00"
