"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.259291667E-3,-1.087638245E0,3.952380981E0,9.117390289E0
1.420829167E-2,-1.112935638E0,3.997437286E0,9.170230408E0
2.415629167E-2,-1.039737854E0,3.962260437E0,9.161099396E0
3.410429167E-2,-9.833052063E-1,3.882626038E0,9.089847565E0
4.405329167E-2,-1.013841705E0,3.896846466E0,9.085356903E0
5.400129167E-2,-1.034199371E0,3.992048492E0,9.003327484E0
6.395029167E-2,-1.049018555E0,4.023333435E0,8.833281097E0
7.389829167E-2,-1.077160034E0,3.998485107E0,8.683143311E0
8.384629167E-2,-1.096769257E0,3.973187714E0,8.644523621E0
9.379529167E-2,-1.094523926E0,4.000730438E0,8.671317902E0
1.037432917E-1,-1.059347076E0,4.017345886E0,8.636590118E0
1.136922917E-1,-1.006057892E0,3.988006897E0,8.542884979E0
1.236402917E-1,-9.883946228E-1,3.935466156E0,8.516090698E0
1.335892917E-1,-1.017883301E0,3.921096039E0,8.567882996E0
1.435372917E-1,-1.069825287E0,3.978426819E0,8.681945801E0
1.534852917E-1,-1.101858673E0,4.045786743E0,8.827443237E0
1.634342917E-1,-1.166224823E0,4.045487366E0,8.994944916E0
1.733822917E-1,-1.227447510E0,3.951782227E0,9.118138733E0
1.833312917E-1,-1.250200195E0,3.913162537E0,9.261241150E0
1.932792917E-1,-1.256337433E0,3.891008606E0,9.364077301E0
2.032272917E-1,-1.276246033E0,3.865711212E0,9.317374420E0
2.131762917E-1,-1.506467285E0,4.299509125E0,9.294771423E0
2.231242917E-1,-1.432221680E0,4.326453094E0,9.091344452E0
2.330732917E-1,-1.302142181E0,4.031865692E0,8.776249695E0
2.430212917E-1,-1.707499237E0,4.570296021E0,8.909772034E0
2.529702917E-1,-1.490749969E0,4.455933838E0,8.403973846E0
2.629182917E-1,-1.736838226E0,4.660109253E0,7.809110870E0
2.728662917E-1,-1.970053253E0,5.019960938E0,7.504644012E0
2.828152917E-1,-1.878443756E0,5.232818298E0,7.526049500E0
2.927632917E-1,-1.877096558E0,5.214705963E0,7.649393005E0
3.027122917E-1,-1.952090607E0,5.049449615E0,7.922874298E0
3.126602917E-1,-1.935774536E0,4.796924744E0,8.172704773E0
3.226082917E-1,-1.824705505E0,4.544848938E0,8.189020844E0
3.325572917E-1,-1.842368774E0,4.436623993E0,8.140970764E0
3.425052917E-1,-1.801354065E0,4.395309906E0,8.045169983E0
3.524542917E-1,-1.757195892E0,4.376299438E0,7.700287170E0
3.624022917E-1,-1.655108185E0,4.463118896E0,7.337591400E0
3.723512917E-1,-1.520687714E0,4.485572205E0,7.173233185E0
3.822992917E-1,-1.410965881E0,4.370461578E0,7.267088013E0
3.922472917E-1,-1.068478088E0,3.602708130E0,8.046068115E0
4.021962917E-1,-1.170565796E0,4.049079895E0,7.309150543E0
4.121442917E-1,-1.389261017E0,4.811594238E0,6.810986481E0
4.220932917E-1,-1.119671631E0,3.217708740E0,7.830216980E0
4.320412917E-1,-4.640350342E-3,-9.984237671E-1,1.144699585E1
4.419892917E-1,-1.359173584E-1,1.382075958E0,1.142349472E1
4.519382917E-1,-2.773731995E-1,3.422931976E0,1.110914841E1
