"event","experiment time","system time","system time text"
"START",0.000000000E0,1636394376.765,"2021-11-08 18:59:36.765 UTC+01:00"
"PAUSE",2.444410718E1,1636394401.209,"2021-11-08 19:00:01.209 UTC+01:00"
