"event","experiment time","system time","system time text"
"START",0.000000000E0,1636379933.117,"2021-11-08 14:58:53.117 UTC+01:00"
"PAUSE",3.946645662E1,1636379972.583,"2021-11-08 14:59:32.583 UTC+01:00"
