,sensor,gait,trials
20,Accelerometer,downstairs,"[-1.26182737,-1.26587064,-1.26879357,...,-2.32461202,-2.32735071,-2.32886487]"
21,Accelerometer,downstairs,"[1.32053208,1.306104,1.2918482,...,1.2363531,1.26755217,1.2987082,]"
22,Accelerometer,normal,"[-1.28126959,-1.35690139,-1.42056384,...,1.38757114,1.25250475,1.10614445]"
23,Accelerometer,normal,"[-2.41898208,-2.39047747,-2.36154192,...,0.33894691,0.36561007,0.39251707]"
24,Accelerometer,upstairs,"[,1.79609048,1.73421139,1.65361026,1.55616849,1.44435893,1.32103013,1.18910392,1.05128032,0.90984492,0.76659837,0.62288157,0.47966078,0.33762434,0.19725263,0.05886215,-0.07736003,-0.21132503,-0.34300941,-0.47240902,-0.59947427,-0.72405836,-0.84592628,-0.96482747,-1.08060051,-1.19327144,-1.30309564,-1.41050904,-1.51600571,-1.61998687,-1.72261764,-1.82371931,-1.92272012,-2.01867153,-2.11031997,-2.19622193,-2.27488712,-2.34492619,-2.405163,-2.45464591,-2.49252862,-2.51789684,-2.52965956,-2.52657599,-2.50741834,-2.47119579,-2.41735159,-2.34590958,-2.25758518,-2.15384664,-2.03688761,-1.90950878,-1.77496027,-1.63679306,-1.49871902,-1.36445087,-1.23750486,-1.12098223,-1.01736855,-0.92838218,-0.85489045,-0.79691685,-0.75376766,-0.7242682,-0.70700331,-0.70043714,-0.70292696,-0.71276411,-0.72831581,-0.74819015,-0.77130028,-0.79683212,-0.82420336,-0.85301818,-0.8829744,-0.91374217,-0.94487604,-0.97579798,-1.00583731,-1.03428443,-1.06043068,-1.08359878,-1.10317229,-1.118614,-1.12945708,-1.13526702,-1.13558984,-1.12991168,-1.11765165,-1.09819048,-1.0709161,-1.03526218,-0.99072023,-0.93681265,-0.87303443,-0.79880413,-0.71346469,-0.61633788,-0.50681332,-0.38445786,-0.24913167,-0.10108758,0.05896274,0.22982309,0.40983511,0.59693736,0.78872478,0.98248356,1.17521718,1.36370663,1.54462336,1.71465992,1.87063301,2.00954946,2.12864713,2.22543097,2.29773732,2.34384741,2.36263579,2.35371326,2.31750439,2.25520988,2.16867204,2.06021385,1.93249146,1.78835695,1.63073079,1.46248721,1.2863433,1.1047451,0.91977448,0.7331104,0.54603966,0.35949798,0.17415314,-0.00945239,-0.19073217,-0.36895073,-0.54324691,-0.71274996,-0.8767063,-1.03455928,-1.1859617,-1.33071989,-1.46866315,-1.59944418,-1.72232956,-1.83607887,-1.93897063,-2.02894998,-2.10383606,-2.16153995,-2.20025652,-2.21860821,-2.21574078,-2.19138045,-2.1458573,-2.08009638,-1.99558523,-1.89433366,-1.77882995,-1.65198398,-1.5170512,-1.37752576,-1.23699226,-1.09895407,-0.96666108,-0.84294032,-0.73005682,-0.62965746,-0.54281964,-0.47016835,-0.41196362,-0.36807071,-0.33786217,-0.32019666,-0.31355326,-0.3162796,-0.3268547,-0.34407583,-0.36711311,-0.3954269,-0.4285977,-0.46613977,-0.50736296,-0.55132791,-0.59689882,-0.64285378,-0.68799341,-0.73120058,-0.77144382,-0.80775352,-0.83919804,-0.86486299,-0.88382664,-0.89513264,-0.89777374,-0.89069347,-0.87279733,-0.84296817,-0.80009528,-0.74312443,-0.6711196,-0.58332508,-0.47922565,-0.35860289,-0.22158262,-0.06867019,0.09922985,0.28081254,0.4743811,0.67784983,0.88873281,1.10412598,1.32070753,1.53478323,1.74238892,1.9394519,2.12198614,2.28626453,2.42892652,2.54703047,2.63810422,2.70025148,2.73230907,2.73396938,2.70578354,2.64904632,2.56563527,2.45785834,2.32831369,2.17976071,2.01500502,1.83679506,1.6477288,1.45015426,1.24606114,1.03702639,0.8242667,0.60876733,0.39146053,0.17345621,-0.04376046,-0.25830524,-0.46805888,-0.67088865,-0.86480998,-1.04807142,-1.2191879,-1.37693112,-1.52027178,-1.64826784,-1.75992439,-1.85410474,-1.92956808,-1.98512849,-2.01985267,-2.03320891,-2.02513229,-1.99601251,-1.94662625,-1.87805291,-1.79161888,-1.68888711,-1.57167077,-1.44203955,-1.30230127,-1.15496705,-1.00272699,-0.84844876,-0.69517081,-0.54604507,-0.40420481,-0.272561,-0.15357525,-0.0491322,0.03941023,0.11112031,0.16553115,0.20276989,0.22355874,0.22903919,0.22056747,0.19957018,0.16744641,0.12551713,0.07503733,0.01725567,-0.04651809,-0.11488122,-0.18636817,-0.25952371,-0.33296863,-0.40543237,-0.47576225,-0.54291628,-0.60593754,-0.66391426,-0.71593229,-0.76102426,-0.7981284,-0.82607301,-0.84358728,-0.84932262,-0.84187795,-0.8198432,-0.78187472,-0.72679156,-0.6536677,-0.56191135,-0.45133753,-0.32222921,-0.17537442,-0.0120763,0.1658711,0.35624848,0.55650955,0.76390132,0.97557258,1.18859406,1.39987408,1.60606944,1.80358518,1.98866228,2.15750855,2.30644292,2.43204237,2.53128439,2.60168703,2.64145686,2.64963521,2.62620618,2.57213701,2.48934894,2.38061465,2.24936245,2.09939628,1.93458825,1.75860998,1.57474791,1.38580914,1.19407418,1.00126619,0.8085802,0.61681217,0.426551,0.2383792,0.05303718,-0.12851111,-0.30513611,-0.47566583,-0.63900042,-0.79418798,-0.94044444,-1.07710558,-1.20352552,-1.31894925,-1.42240236,-1.51265168,-1.5882626,-1.64773184,-1.68964738,-1.71283608,-1.71648214,-1.70020967,-1.66413094,-1.60886959,-1.53555597,-1.44578463,-1.34154189,-1.22512026,-1.09902218,-0.965862,-0.82829088,-0.6889459,-0.55040086,-0.41512312,-0.28545153,-0.16358671,-0.05160536,0.0484863,0.13475544,0.2055448,0.25980273,0.297259,0.31830677,0.3237345,0.31450182,0.29162875,0.25617865,0.20929648,0.1522681,0.08656956,0.01386903,-0.06404638,-0.14539902,-0.22854436,-0.31204855,-0.39471886,-0.47558447,-0.55382189,-0.62864143,-0.69916647,-0.76433867,-0.8228779,-0.87330434,-0.91400075,-0.94328535,-0.95948091,-0.96098078,-0.94632192,-0.91426648,-0.8638675,-0.79450563,-0.70591384,-0.59819594,-0.47182951,-0.32765607,-0.16685922,0.00907464,0.19839876,0.39913158,0.60906371,0.82574303,1.04643101,1.26805559,1.48721024,1.70023001,1.90332821,2.09274278,2.26485616,2.41628031,2.54392319,2.64507629,2.71753785,2.7597372,2.77082496,2.75072911,2.70020354,2.62086708,2.51516357,2.38617621,2.23733099,2.07209281,1.89372987,1.70518013,1.50900946,1.30739864,1.10212455,0.89457961,0.68586642,0.47694905,0.26883145,0.06272619,-0.13985565,-0.33715377,-0.52731665,-0.70856356,-0.87928051,-1.03804822,-1.18362647,-1.31493202,-1.43103442,-1.53115011,-1.61460321,-1.68076865,-1.72905327,-1.75894851,-1.77013152,-1.76255845,-1.73650548,-1.69255594,-1.63156678,-1.55463944,-1.46309315,-1.35843799,-1.24235619,-1.11669365,-0.98345527,-0.8448033,-0.70305673,-0.56068184,-0.42026567,-0.28446798,-0.15592685,-0.03711418,0.06976094,0.16274737,0.24020837,0.30104887,0.34490748,0.37209884,0.3833945,0.37982958,0.36258276,0.33290234,0.29206404,0.2413601,0.18212455,0.11577783,0.04384577,-0.03207278,-0.11036627,-0.18945638,-0.26781195,-0.34393958,-0.4163613,-0.48358778,-0.54409595,-0.59631902,-0.63866242,-0.66955546,-0.68752055,-0.6912292,-0.67953336,-0.65148447,-0.60635697,-0.54368035,-0.46326653,-0.36521604,-0.24990113,-0.11794134,0.02980613,0.19222312,0.36787897,0.5549852,0.75138759,0.95459383,1.16181183,1.36997764,1.57577938,1.77571799,1.96623116,2.14384438,2.30529364,2.44760576,2.56814633,2.66464281,2.73521821,2.77848819,2.79370241,2.78083825,2.74059208,2.6742944,2.58380314,2.47139608,2.33964671,2.19127977,2.02903408,1.85556487,1.67337918,1.48475359,1.29162427,1.09552697,0.89765271,0.69898672,0.50047402,0.30319241,0.10848319,-0.0820423,-0.26661685,-0.44345617,-0.61085444,-0.76724364,-0.91123623,-1.04164256,-1.15745338,-1.25779169,-1.34183842,-1.40874969,-1.45761244,-1.48748896,-1.49755713,-1.487292,-1.45661375,-1.40596567,-1.3363383,-1.24927173,-1.14684187,-1.03160362,-0.90647488,-0.77459141,-0.6391829,-0.50350061,-0.37078316,-0.24420946,-0.12681074,-0.02135445,0.06980721,0.14489664,0.20275313,0.2427497,0.2647769,0.26933956,0.25755479,0.2309463,0.1911814,0.13989755,0.07864101,0.0088954,-0.06783943,-0.14997746,-0.23581838,-0.32356121,-0.41135856,-0.49740299,-0.58001353,-0.65769264,-0.72914864,-0.79328352,-0.84914283,-0.8958428,-0.93250549,-0.95821559,-0.97200428,-0.97287918,-0.95989647,-0.9322317,-0.88922202,-0.83039079,-0.7554655,-0.66438454,-0.55728232,-0.43445705,-0.29635451,-0.14359267,0.02298609,0.20226025,0.39278936,0.59280066,0.80020787,1.01266079,1.22761002,1.44235917,1.65409106,1.85987885,2.05670271,2.24148624,2.41114988,2.56266517,2.69310932,2.79973697,2.88007823,2.93206356,2.95417195,2.94557923,2.90626834,2.83708766,2.73976309,2.61683579,2.47148952,2.30729862,2.12796904,1.93710179,1.73798348,1.53343921,1.32577312,1.11677371,0.90776717,0.69972519,0.49341067,0.28953459,0.08891975,-0.10736277,-0.29796135,-0.48133625,-0.65590309,-0.82015118,-0.97272799,-1.11250387,-1.23860082,-1.35036715,-1.44730685,-1.52897702,-1.59487932,-1.64440218,-1.67685989,-1.69161232,-1.68819875,-1.66642809,-1.6264124,-1.56856699,-1.49361097,-1.40259068,-1.2969309,-1.17850085,-1.04965271,-0.91317426,-0.77214379,-0.6297542,-0.48918473,-0.3535288,-0.22572094,-0.10841129,-0.00382276,0.08629118,0.16053533,0.21775387,0.25712793,0.2784864,0.28253576,0.27078392,0.24524126,0.20807327,0.16131079,0.10671341,0.04580711,-0.02000351,-0.08933906,-0.16078556,-0.23287532,-0.3041163,-0.37305879,-0.43836825,-0.49887784,-0.55360973,-0.6017641,-0.64268598,-0.6758271,-0.7007133,-0.716916,-0.72402207,-0.72159944,-0.70916209,-0.68614186,-0.65188095,-0.60566037,-0.54676027,-0.47452418,-0.38840739,-0.28801655,-0.1731525,-0.04385861,0.0995252,0.25631031,0.42542657,0.6054175,0.79446049,0.99040962,1.19085071,1.39313611,1.59438418,1.79148942,1.9812006,2.16025778,2.32552439,2.47406695,2.60318773,2.71044633,2.79369507,2.8511311,2.8813728,2.88357687,2.85757455,2.80395448,2.72403406,2.61973474,2.49342608,2.3477896,2.18569834,2.01007411,1.82372514,1.62921897,1.42882056,1.22447192,1.01779848,0.81016109,0.6027576,0.39674053,0.19331585,-0.00618411,-0.20027515,-0.38739135,-0.56603775,-0.73494142,-0.89313915,-1.03998726,-1.17510164,-1.29826177,-1.40931628,-1.50809671,-1.59433935,-1.66764456,-1.72750835,-1.77342268,-1.80499525,-1.82202589,-1.82450858,-1.81257555,-1.78642527,-1.74627571,-1.69237326,-1.62506863,-1.54493965,-1.45291838,-1.35038035,-1.23917001,-1.12156627,-1.00020319,-0.87794571,-0.75772061,-0.64232162,-0.53421223,-0.43535688,-0.34714196,-0.2704537,-0.20588312,-0.15387289,-0.11463605,-0.08793531,-0.07296872,-0.06845707,-0.07286563,-0.08466829,-0.10254726,-0.12545735,-0.15258428,-0.18325685,-0.21684216,-0.25265503,-0.28992408,-0.32783104,-0.3655983,-0.40258202,-0.4383313,-0.47258708,-0.50521916,-0.53612585,-0.56513258,-0.59191859,-0.61598011,-0.63661999,-0.65295528,-0.6639439,-0.66843176,-0.66521078,-0.65307132,-0.63084278,-0.59743202,-0.55186653,-0.49333723,-0.42123144,-0.33515578,-0.23495517,-0.12072931,0.00714975,0.14801844,0.30092251,0.46465429,0.63780629,0.81881439,1.00599484,1.1975939,1.39182977,1.58687902,1.7808155,1.97155917,2.15685793,2.33428569,2.50124557,2.65498157,2.79261098,2.91119277,3.00783431,3.07982562,3.12479239,3.14085201,3.12674517]"
25,Accelerometer,normal,"[,3.04207714e+00,3.06316213e+00,3.07635299e+00,3.08160031e+00,3.07886367e+00,3.06828952e+00,3.05041902e+00,3.02621974e+00,2.99690085e+00,2.96368834e+00,2.92770618e+00,2.88995724e+00,2.85133234e+00,2.81258530e+00,2.77423911e+00,2.73645117e+00,2.69895421e+00,2.66114829e+00,2.62225867e+00,2.58144803e+00,2.53787700e+00,2.49075105e+00,2.43936890e+00,2.38317193e+00,2.32179109e+00,2.25509288e+00,2.18324052e+00,2.10677451e+00,2.02666134e+00,1.94424006e+00,1.86105159e+00,1.77862294e+00,1.69833882e+00,1.62146392e+00,1.54923790e+00,1.48294895e+00,1.42395947e+00,1.37367417e+00,1.33345578e+00,1.30451347e+00,1.28777568e+00,1.28377249e+00,1.29259419e+00,1.31395752e+00,1.34731816e+00,1.39193821e+00,1.44687098e+00,1.51090871e+00,1.58257806e+00,1.66021542e+00,1.74208268e+00,1.82645346e+00,1.91161411e+00,1.99580834e+00,2.07721684e+00,2.15401473e+00,2.22448497e+00,2.28715155e+00,2.34088737e+00,2.38495286e+00,2.41896335e+00,2.44282756e+00,2.45668825e+00,2.46087357e+00,2.45587331e+00,2.44234091e+00,2.42108874e+00,2.39304718e+00,2.35918768e+00,2.32043212e+00,2.27758786e+00,2.23134647e+00,2.18233854e+00,2.13119266e+00,2.07855447e+00,2.02506404e+00,1.97132084e+00,1.91786516e+00,1.86518912e+00,1.81377052e+00,1.76410241e+00,1.71669129e+00,1.67202530e+00,1.63053842e+00,1.59259079e+00,1.55846725e+00,1.52839292e+00,1.50256217e+00,1.48115854e+00,1.46434212e+00,1.45221674e+00,1.44481720e+00,1.44213361e+00,1.44413833e+00,1.45077800e+00,1.46194730e+00,1.47747791e+00,1.49714423e+00,1.52067735e+00,1.54778771e+00,1.57818872e+00,1.61160699e+00,1.64777264e+00,1.68639606e+00,1.72714571e+00,1.76964168e+00,1.81347030e+00,1.85820996e+00,1.90344077e+00,1.94872685e+00,1.99359325e+00,2.03752092e+00,2.07996356e+00,2.12037451e+00,2.15822592e+00,2.19301251e+00,2.22425399e+00,2.25152179e+00,2.27449815e+00,2.29303926e+00,2.30720673e+00,2.31725873e+00,2.32361428e+00,2.32680900e+00,2.32745407e+00,2.32619770e+00,2.32368262e+00,2.32050200e+00,2.31716272e+00,2.31406388e+00,2.31149458e+00,2.30964218e+00,2.30859346e+00,2.30832305e+00,2.30868373e+00,2.30941848e+00,2.31019917e+00,2.31066720e+00,2.31044479e+00,2.30912420e+00,2.30628019e+00,2.30152034e+00,2.29451728e+00,2.28497550e+00,2.27257925e+00,2.25700448e+00,2.23798742e+00,2.21534987e+00,2.18893884e+00,2.15856744e+00,2.12406263e+00,2.08540628e+00,2.04282698e+00,1.99673236e+00,1.94754866e+00,1.89562210e+00,1.84122773e+00,1.78460807e+00,1.72597672e+00,1.66549105e+00,1.60323338e+00,1.53923592e+00,1.47354020e+00,1.40626216e+00,1.33766519e+00,1.26824039e+00,1.19876432e+00,1.13030162e+00,1.06412380e+00,1.00155579e+00,9.43823569e-01,8.91969331e-01,8.46832156e-01,8.09048013e-01,7.79038272e-01,7.56998734e-01,7.42914636e-01,7.36607706e-01,7.37808235e-01,7.46232340e-01,7.61624063e-01,7.83729452e-01,8.12216003e-01,8.46595918e-01,8.86211532e-01,9.30293611e-01,9.78052177e-01,1.02873365e+00,1.08159384e+00,1.13581044e+00,1.19041464e+00,1.24428294e+00,1.29616559e+00,1.34470920e+00,1.38847118e+00,1.42597881e+00,1.45585076e+00,1.47691142e+00,1.48824983e+00,1.48926184e+00,1.47971563e+00,1.45983498e+00,1.43038926e+00,1.39277241e+00,1.34903364e+00,1.30182774e+00,1.25426532e+00,1.20965877e+00,1.17119387e+00,1.14159177e+00,1.12283946e+00,1.11605080e+00,1.12147719e+00,1.13864897e+00,1.16660283e+00,1.20412617e+00,1.24994122e+00,1.30277966e+00,1.36134293e+00,1.42419622e+00,1.48968225e+00,1.55592074e+00,1.62088469e+00,1.68251892e+00,1.73890553e+00,1.78846586e+00,1.83012751e+00,1.86339644e+00,1.88832159e+00,1.90536001e+00,1.91517727e+00,1.91844483e+00,1.91567515e+00,1.90709177e+00,1.89254682e+00,1.87159824e+00,1.84382397e+00,1.80913140e+00,1.76776259e+00,1.72011514e+00,1.66665514e+00,1.60795180e+00,1.54474372e+00,1.47797513e+00,1.40875971e+00,1.33826771e+00,1.26758845e+00,1.19763197e+00,1.12908660e+00,1.06240049e+00,9.97764813e-01,9.35123448e-01,8.74233617e-01,8.14744698e-01,7.56245976e-01,6.98273809e-01,6.40290904e-01,5.81668106e-01,5.21719097e-01,4.59788607e-01,3.95326429e-01,3.27923466e-01,2.57354804e-01,1.83637916e-01,1.07075111e-01,2.82660231e-02,-5.19352537e-02,-1.32529125e-01,-2.12468379e-01,-2.90660805e-01,-3.65914766e-01,-4.36944954e-01,-5.02495174e-01,-5.61519628e-01,-6.13334930e-01,-6.57710704e-01,-6.94874736e-01,-7.25404818e-01,-7.50062462e-01,-7.69676519e-01,-7.85111096e-01,-7.97264028e-01,-8.07023469e-01,-8.15157571e-01,-8.22210509e-01,-8.28486750e-01,-8.34084509e-01,-8.38898468e-01,-8.42569957e-01,-8.44407021e-01,-8.43383685e-01,-8.38336034e-01,-8.28239818e-01,-8.12347283e-01,-7.90195250e-01,-7.61598535e-01,-7.26627217e-01,-6.85559013e-01,-6.38824277e-01,-5.86978019e-01,-5.30726038e-01,-4.70927075e-01,-4.08509808e-01,-3.44373342e-01,-2.79339697e-01,-2.14155962e-01,-1.49517059e-01,-8.60706733e-02,-2.43757296e-02,3.51632348e-02,9.23235402e-02,1.47027856e-01,1.99286009e-01,2.49145128e-01,2.96610153e-01,3.41521659e-01,3.83472829e-01,4.21836740e-01,4.55870099e-01,4.84820921e-01,5.08017776e-01,5.24958484e-01,5.35396212e-01,5.39388189e-01,5.37296618e-01,5.29787122e-01,5.17860017e-01,5.02876440e-01,4.86523366e-01,4.70711815e-01,4.57413428e-01,4.48428359e-01,4.45141111e-01,4.48396088e-01,4.58563275e-01,4.75701289e-01,4.99658301e-01,5.30061210e-01,5.66272681e-01,6.07390763e-01,6.52294576e-01,6.99708631e-01,7.48252462e-01,7.96452710e-01,8.42731938e-01,8.85413544e-01,9.22770637e-01,9.53107451e-01,9.74829777e-01,9.86483574e-01,9.86784822e-01,9.74654211e-01,9.49238542e-01,9.09913044e-01,8.56291439e-01,7.88268224e-01,7.06084655e-01,6.10391701e-01,5.02294613e-01,3.83389995e-01,2.55825122e-01,1.22369659e-01,-1.35722116e-02,-1.48049749e-01,-2.76736958e-01,-3.95192523e-01,-4.99237668e-01,-5.85458206e-01,-6.51709523e-01,-6.97306200e-01,-7.22712735e-01,-7.29018698e-01,-7.17605797e-01,-6.90085611e-01,-6.48354919e-01,-5.94636509e-01,-5.31443066e-01,-4.61471921e-01,-3.87507289e-01,-3.12377411e-01,-2.38922587e-01,-1.69932166e-01,-1.08071392e-01,-5.58131993e-02,-1.53580354e-02,1.14619328e-02,2.32789025e-02,1.92596668e-02,-8.76294505e-04,-3.68836891e-02,-8.80301805e-02,-1.53123931e-01,-2.30530525e-01,-3.18197966e-01,-4.13696527e-01,-5.14266025e-01,-6.16897386e-01,-7.18497695e-01,-8.16127705e-01,-9.07231592e-01,-9.89798749e-01,-1.06245229e+00,-1.12445266e+00,-1.17560563e+00,-1.21612955e+00,-1.24655720e+00,-1.26768487e+00,-1.28053011e+00,-1.28627224e+00,-1.28618336e+00,-1.28156119e+00,-1.27366244e+00,-1.26364116e+00,-1.25250633e+00,-1.24110694e+00,-1.23013732e+00,-1.22014712e+00,-1.21154433e+00,-1.20459007e+00,-1.19939137e+00,-1.19589346e+00,-1.19387408e+00,-1.19294694e+00,-1.19257298e+00,-1.19207943e+00,-1.19070555e+00,-1.18768615e+00,-1.18234456e+00,-1.17414467e+00,-1.16268499e+00,-1.14767306e+00,-1.12892010e+00,-1.10634557e+00,-1.07996148e+00,-1.04985096e+00,-1.01618514e+00,-9.79278979e-01,-9.39642855e-01,-8.97999186e-01,-8.55268361e-01,-8.12550885e-01,-7.71117850e-01,-7.32385545e-01,-6.97842023e-01,-6.68920297e-01,-6.46843464e-01,-6.32487872e-01,-6.26316945e-01,-6.28400594e-01,-6.38475572e-01,-6.55997116e-01,-6.80169869e-01,-7.09966098e-01,-7.44153630e-01,-7.81365321e-01,-8.20204479e-01,-8.59337777e-01,-8.97546088e-01,-9.33745657e-01,-9.67004096e-01,-9.96570125e-01,-1.02192165e+00,-1.04281423e+00,-1.05930307e+00,-1.07172172e+00,-1.08061951e+00,-1.08668273e+00,-1.09067111e+00,-1.09338064e+00,-1.09562525e+00,-1.09822812e+00,-1.10201180e+00,-1.10777453e+00,-1.11625092e+00,-1.12806414e+00,-1.14367600e+00,-1.16334259e+00,-1.18709204e+00,-1.21473717e+00,-1.24591409e+00,-1.28012581e+00,-1.31677968e+00,-1.35521813e+00,-1.39474525e+00,-1.43465096e+00,-1.47422987e+00,-1.51279095e+00,-1.54965826e+00,-1.58417030e+00,-1.61568920e+00,-1.64362434e+00,-1.66746189e+00,-1.68678934e+00,-1.70131075e+00,-1.71084927e+00,-1.71533337e+00,-1.71477616e+00,-1.70927172e+00,-1.69902204e+00,-1.68437857e+00,-1.66586763e+00,-1.64418082e+00,-1.62012816e+00,-1.59456656e+00,-1.56832931e+00,-1.54217881e+00,-1.51678350e+00,-1.49270469e+00,-1.47038188e+00,-1.45012062e+00,-1.43209499e+00,-1.41636637e+00,-1.40290900e+00,-1.39163411e+00,-1.38241175e+00,-1.37509210e+00,-1.36952815e+00,-1.36559760e+00,-1.36321694e+00,-1.36234040e+00,-1.36294405e+00,-1.36500419e+00,-1.36848132e+00,-1.37331573e+00,-1.37943584e+00,-1.38677741e+00,-1.39530656e+00,-1.40503581e+00,-1.41602537e+00,-1.42836939e+00,-1.44217213e+00,-1.45752094e+00,-1.47446240e+00,-1.49298657e+00,-1.51302258e+00,-1.53444552e+00,-1.55709142e+00,-1.58077495e+00,-1.60530403e+00,-1.63048719e+00,-1.65613090e+00,-1.68202723e+00,-1.70793537e+00,-1.73356374e+00,-1.75855950e+00,-1.78250978e+00,-1.80495531e+00,-1.82541301e+00,-1.84340021e+00,-1.85845295e+00,-1.87013433e+00,-1.87803450e+00,-1.88176819e+00,-1.88097667e+00,-1.87533711e+00,-1.86457790e+00,-1.84849926e+00,-1.82699974e+00,-1.80010344e+00,-1.76797838e+00,-1.73094086e+00,-1.68944647e+00,-1.64406953e+00,-1.59547232e+00,-1.54436729e+00,-1.49147730e+00,-1.43749949e+00,-1.38307817e+00,-1.32879321e+00,-1.27516906e+00,-1.22270339e+00,-1.17190353e+00,-1.12331117e+00,-1.07750161e+00,-1.03506048e+00,-9.96554855e-01,-9.62510663e-01,-9.33391956e-01,-9.09574014e-01,-8.91316592e-01,-8.78752125e-01,-8.71894611e-01,-8.70661377e-01,-8.74894824e-01,-8.84375581e-01,-8.98827811e-01,-9.17924723e-01,-9.41302413e-01,-9.68583851e-01,-9.99407016e-01,-1.03344776e+00,-1.07043171e+00,-1.11013590e+00,-1.15238191e+00,-1.19701986e+00,-1.24390381e+00,-1.29286471e+00,-1.34369056e+00,-1.39611805e+00,-1.44983130e+00,-1.50445983e+00,-1.55957317e+00,-1.61467511e+00,-1.66920193e+00,-1.72252588e+00,-1.77396179e+00,-1.82277229e+00,-1.86816618e+00,-1.90929601e+00,-1.94527866e+00,-1.97525188e+00,-1.99844396e+00,-2.01422455e+00,-2.02213187e+00,-2.02188981e+00,-2.01342280e+00,-1.99686728e+00,-1.97257467e+00,-1.94110060e+00,-1.90317997e+00,-1.85969231e+00,-1.81162404e+00,-1.76003517e+00,-1.70603060e+00,-1.65072424e+00,-1.59519166e+00,-1.54042606e+00,-1.48731448e+00,-1.43663355e+00,-1.38905212e+00,-1.34513489e+00,-1.30534995e+00,-1.27008148e+00,-1.23964206e+00,-1.21427747e+00,-1.19416123e+00,-1.17938202e+00,-1.16993116e+00,-1.16569752e+00,-1.16647238e+00,-1.17196451e+00,-1.18182420e+00,-1.19567131e+00,-1.21311823e+00,-1.23378222e+00,-1.25729034e+00,-1.28328639e+00,-1.31144338e+00,-1.34147551e+00,-1.37314019e+00,-1.40622755e+00,-1.44054317e+00,-1.47589092e+00,-1.51205717e+00,-1.54879544e+00,-1.58581263e+00,-1.62276068e+00,-1.65923854e+00,-1.69480608e+00,-1.72900542e+00,-1.76138157e+00,-1.79149609e+00,-1.81893042e+00,-1.84327867e+00,-1.86413339e+00,-1.88107139e+00,-1.89364803e+00,-1.90140968e+00,-1.90392872e+00,-1.90084917e+00,-1.89192014e+00,-1.87701039e+00,-1.85612099e+00,-1.82940899e+00,-1.79721038e+00,-1.76003725e+00,-1.71853762e+00,-1.67343194e+00,-1.62545257e+00,-1.57530459e+00,-1.52364942e+00,-1.47110619e+00,-1.41826558e+00,-1.36570728e+00,-1.31400758e+00,-1.26373344e+00,-1.21542922e+00,-1.16959951e+00,-1.12668761e+00,-1.08705309e+00,-1.05095573e+00,-1.01855602e+00,-9.89934526e-01,-9.65120903e-01,-9.44122200e-01,-9.26949350e-01,-9.13642169e-01,-9.04285984e-01,-8.99010835e-01,-8.97974269e-01,-9.01340075e-01,-9.09263951e-01,-9.21885544e-01,-9.39320568e-01,-9.61650904e-01,-9.88914762e-01,-1.02109877e+00,-1.05813294e+00,-1.09988758e+00,-1.14616934e+00,-1.19671453e+00,-1.25118162e+00,-1.30914415e+00,-1.37008480e+00,-1.43339133e+00,-1.49835518e+00,-1.56417457e+00,-1.62996548e+00,-1.69477908e+00,-1.75761856e+00,-1.81745110e+00,-1.87321798e+00,-1.92385753e+00,-1.96836080e+00,-2.00585861e+00,-2.03570233e+00,-2.05749234e+00,-2.07104473e+00,-2.07632973e+00]"
26,Accelerometer,normal,"[-1.78390058,-1.71187229,-1.62686534,...,-1.12117264,-1.0763932,-1.02053263]"
27,Accelerometer,upstairs,"[-2.24123768,-2.2273988,-2.21350838,...,-1.48249715,-1.4737761,-1.46373009]"
28,Accelerometer,normal,"[-1.0612163,-1.0701692,-1.07834005,...,-1.19579998,-1.23136362,-1.26603225]"
29,Accelerometer,upstairs,"[-1.29682268,-1.27398613,-1.25123985,...,-0.68356009,-0.66659482,-0.64995463]"
30,Accelerometer,normal,"[-2.16083826,-2.15287936,-2.1446578,...,1.2103538,1.19492966,1.17880254]"
31,Accelerometer,downstairs,"[-0.45141125,-0.47532199,-0.50005593,...,0.0611873,0.06646394,0.07174228]"
