"event","experiment time","system time","system time text"
"START",0.000000000E0,1636572356.356,"2021-11-10 20:25:56.356 UTC+01:00"
"PAUSE",1.505688208E1,1636572371.412,"2021-11-10 20:26:11.412 UTC+01:00"
