"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.949208338E-3,-5.304818573E0,3.711531830E0,7.926616516E0
1.596920838E-2,-5.115312653E0,3.539389801E0,7.801327057E0
2.598920837E-2,-4.968168640E0,3.456611938E0,7.714208221E0
3.600820835E-2,-4.897365875E0,3.473676453E0,7.663164368E0
4.602820834E-2,-4.868326263E0,3.516487427E0,7.654482422E0
5.604820838E-2,-4.824467468E0,3.595822449E0,7.608228607E0
6.606720836E-2,-4.803960114E0,3.639681244E0,7.567363586E0
7.608720835E-2,-4.749174042E0,3.650608521E0,7.498806152E0
8.610720834E-2,-4.634512482E0,3.613785095E0,7.457492065E0
9.612720838E-2,-4.519850922E0,3.580254822E0,7.465275879E0
1.061462084E-1,-4.450994110E0,3.548221436E0,7.446564789E0
1.161662083E-1,-4.494104462E0,3.560645599E0,7.446115723E0
1.261862083E-1,-4.577032013E0,3.615581360E0,7.486681366E0
1.362052084E-1,-4.695136414E0,3.626358948E0,7.516020355E0
1.462252084E-1,-4.772375793E0,3.620371399E0,7.588170319E0
1.562452083E-1,-4.751119995E0,3.595074005E0,7.576793976E0
1.662652083E-1,-4.779860229E0,3.592678986E0,7.528594208E0
1.762842084E-1,-4.808001709E0,3.625311127E0,7.526348877E0
1.863042084E-1,-4.883145447E0,3.588338013E0,7.576793976E0
1.963242083E-1,-4.955145721E0,3.552113342E0,7.582631836E0
2.063442083E-1,-4.951852570E0,3.485651550E0,7.668253784E0
2.163632084E-1,-4.959037628E0,3.463347931E0,7.751630402E0
2.263832084E-1,-4.914131012E0,3.459156647E0,7.778724060E0
2.364032083E-1,-4.894521790E0,3.433410187E0,7.781418457E0
2.464222084E-1,-4.971611481E0,3.446283417E0,7.743547211E0
2.564422084E-1,-5.019212494E0,3.501219177E0,7.692353668E0
2.664622084E-1,-5.087919617E0,3.547173615E0,7.651638336E0
2.764822083E-1,-5.000202026E0,3.541934509E0,7.564070435E0
2.865012084E-1,-4.932093658E0,3.527714081E0,7.467521210E0
2.965212084E-1,-4.932243347E0,3.562441864E0,7.424859924E0
3.065412084E-1,-4.927602997E0,3.606450348E0,7.316335602E0
3.165602083E-1,-4.988675995E0,3.485950928E0,7.261848907E0
3.265802084E-1,-4.887785797E0,3.548520813E0,7.313042450E0
3.366002084E-1,-4.844974823E0,3.525768127E0,7.337890778E0
3.466202084E-1,-4.865033112E0,3.495231628E0,7.405699768E0
3.566392083E-1,-4.888983307E0,3.562441864E0,7.507188721E0
3.666592084E-1,-5.027595062E0,3.607797546E0,7.602839813E0
3.766792084E-1,-5.300327911E0,3.603306885E0,7.738906860E0
3.866982083E-1,-5.547913055E0,3.643722839E0,7.945477295E0
3.967182084E-1,-5.845643921E0,3.736829224E0,8.095914459E0
4.067382084E-1,-5.970334625E0,3.738475800E0,8.219557343E0
4.167582084E-1,-5.879024506E0,3.626209259E0,8.304730225E0
4.267772083E-1,-5.629493408E0,3.389252014E0,8.323740692E0
4.367972084E-1,-5.307662659E0,3.163072357E0,8.119714966E0
4.468172084E-1,-5.171296234E0,3.148702240E0,7.831863556E0
4.568372084E-1,-5.240302734E0,3.238365784E0,7.699239349E0
4.668562083E-1,-5.268593903E0,3.296594696E0,7.579937439E0
4.768762084E-1,-5.335654449E0,3.318149872E0,7.478897552E0
4.868962084E-1,-5.536087646E0,3.333268433E0,7.498955841E0
4.969152084E-1,-5.634582825E0,3.363505554E0,7.529342651E0
5.069352083E-1,-5.486390991E0,3.393293610E0,7.455695801E0
5.169552084E-1,-5.112169189E0,3.470083923E0,7.111860809E0
5.269752084E-1,-4.845872955E0,3.167263641E0,7.829019470E0
5.369942083E-1,-4.546345825E0,3.025358734E0,8.080346832E0
5.470142083E-1,-4.115242310E0,3.007695465E0,8.036338348E0
5.570342084E-1,-3.768862610E0,2.863844604E0,8.120313721E0
5.670532084E-1,-3.398083649E0,2.629282379E0,8.240364075E0
5.770732083E-1,-3.042123871E0,2.383044434E0,8.109386444E0
5.870932083E-1,-2.915038147E0,2.264640656E0,7.729626160E0
5.971132084E-1,-2.951412506E0,2.251767426E0,7.402556305E0
6.071322084E-1,-3.866160278E0,1.936672668E0,7.310797119E0
6.171522083E-1,-3.631148987E0,1.941163330E0,7.478298798E0
6.271722083E-1,-3.794908447E0,1.995051270E0,6.387816467E0
6.371922084E-1,-3.952530670E0,2.161954193E0,6.572682037E0
6.472112084E-1,-3.718567200E0,2.476599884E0,7.231162720E0
6.572312083E-1,-3.474424896E0,2.759960632E0,7.050937500E0
6.672512083E-1,-3.126398621E0,3.024759979E0,7.346423035E0
6.772702084E-1,-2.667752380E0,3.150498505E0,7.537874908E0
6.872902084E-1,-1.838177490E0,3.121907959E0,8.932824097E0
6.973109583E-1,-1.398990784E0,3.097059631E0,1.000773880E1
7.073309583E-1,-1.698517914E0,3.157384186E0,9.689051514E0
7.173499584E-1,-2.108365631E0,2.743943939E0,9.410780182E0
7.273699584E-1,-2.377356262E0,3.059637451E0,9.574389954E0
7.373899583E-1,-2.662662964E0,3.410956879E0,9.919721832E0
7.474089584E-1,-2.967129822E0,3.331771545E0,9.806557159E0
7.574289584E-1,-3.047213287E0,2.981649628E0,9.369915161E0
7.674489584E-1,-2.898572388E0,2.695744171E0,9.105265503E0
7.774689583E-1,-2.643353119E0,2.542313232E0,9.057963867E0
7.874879584E-1,-2.520758057E0,2.477048950E0,8.609496460E0
7.975079584E-1,-2.408491516E0,2.488125916E0,8.414751434E0
8.075279584E-1,-2.199825439E0,2.390079803E0,8.431516571E0
8.175469583E-1,-1.935026093E0,2.141446838E0,8.477770386E0
8.275669584E-1,-1.673968964E0,1.892664185E0,8.575367432E0
8.375869584E-1,-1.400337982E0,1.666484528E0,8.719218292E0
8.476069584E-1,-1.266216888E0,1.465452576E0,8.752299500E0
8.576259583E-1,-1.307530975E0,1.395997009E0,8.751101990E0
8.676459584E-1,-1.600022736E0,1.614542542E0,8.962612152E0
8.776659584E-1,-2.270029449E0,1.893562317E0,9.283694458E0
8.876859584E-1,-2.770588531E0,1.912572784E0,9.724078674E0
8.977049583E-1,-2.803370361E0,1.744172974E0,9.819131012E0
9.077249584E-1,-2.634820862E0,1.505120087E0,9.811496887E0
9.177449584E-1,-2.341880035E0,1.188079376E0,9.644743652E0
9.277639583E-1,-1.783990173E0,1.026565247E0,9.372759247E0
9.377839583E-1,-1.400936737E0,1.147513733E0,9.367819519E0
9.478039584E-1,-1.372795258E0,1.382375336E0,9.457782440E0
9.578239584E-1,-1.250649261E0,1.561852112E0,9.548044739E0
9.678429583E-1,-9.894424438E-1,1.573378143E0,9.613458710E0
9.778629583E-1,-7.186555481E-1,1.529968414E0,9.657766571E0
9.878829584E-1,-5.062472534E-1,1.450783081E0,9.795031128E0
9.979019584E-1,-1.965412903E-1,1.250499573E0,9.787995758E0
1.007921958E0,1.709445190E-1,1.060843964E0,9.463021545E0
1.017941958E0,4.581971741E-1,1.030906219E0,9.127868500E0
1.027961958E0,5.798941040E-1,1.301992493E0,9.143286438E0
1.037980958E0,4.806504822E-1,1.702559509E0,9.064250793E0
1.048000958E0,3.637435913E-1,2.026485901E0,8.771160278E0
1.058020958E0,3.601510620E-1,2.286345520E0,8.797954559E0
1.068040958E0,2.856060791E-1,2.428400116E0,8.957971802E0
1.078059958E0,2.755769348E-1,2.479893036E0,8.920699310E0
1.088079958E0,4.128414917E-1,2.489173737E0,8.901988220E0
1.098099958E0,5.439688110E-1,2.557282104E0,9.062753906E0
1.108118958E0,6.020480347E-1,2.725083160E0,9.126521301E0
1.118138958E0,6.212081909E-1,2.977757721E0,9.153465271E0
1.128158958E0,6.012995911E-1,3.193010101E0,9.174870758E0
1.138178958E0,6.033952332E-1,3.233725433E0,9.227411499E0
1.148197958E0,6.283932495E-1,3.102598114E0,9.233249359E0
1.158217958E0,5.370831299E-1,2.921624451E0,8.834628296E0
1.168237958E0,3.766168213E-1,2.766546936E0,8.613238678E0
1.178256958E0,2.719844055E-1,2.680326233E0,8.831784210E0
1.188276958E0,2.444416809E-1,2.608625336E0,9.051527252E0
1.198296958E0,4.364923096E-1,2.694097595E0,9.154363403E0
1.208316958E0,6.050418091E-1,2.922672272E0,9.120084686E0
1.218335958E0,5.135820007E-1,3.344944153E0,9.216184845E0
1.228355958E0,3.739224243E-1,3.801345062E0,9.508826294E0
1.238375958E0,3.932322693E-1,4.001778259E0,9.741143188E0
1.248395958E0,5.743556213E-1,3.937112732E0,9.833351440E0
1.258414958E0,6.807843018E-1,3.789070587E0,9.502838745E0
1.268434958E0,7.441026306E-1,3.687731323E0,8.775800629E0
1.278454958E0,8.237370300E-1,3.546724548E0,7.887248383E0
1.288473958E0,9.145980835E-1,3.586392059E0,8.196505280E0
1.298493958E0,7.406597900E-1,3.804189148E0,9.210796051E0
1.308513958E0,6.436614990E-3,3.930526428E0,9.635762329E0
1.318533958E0,1.896556091E-1,4.113446045E0,8.704249420E0
1.328552958E0,6.792874146E-1,4.386927338E0,1.151630173E1
1.338572958E0,-4.834945679E-1,4.710853729E0,1.105915237E1
1.348592958E0,-6.538403320E-1,5.018014984E0,9.316027222E0
1.358611958E0,1.276844788E-1,5.028493195E0,8.749754791E0
1.368631958E0,1.084045715E0,4.845872955E0,8.758287048E0
1.378651958E0,1.560504913E0,4.507277069E0,7.984246674E0
1.388671958E0,1.456920319E0,4.309089203E0,7.202272797E0
1.398690958E0,7.003935242E-1,4.599485321E0,7.475005646E0
1.408710958E0,-4.540058899E-1,5.010829926E0,8.059689789E0
1.418730958E0,-1.077459412E0,5.275030518E0,8.265661469E0
1.428749958E0,-7.343728638E-1,5.158123627E0,8.417445831E0
1.438769958E0,-3.824546814E-1,4.581223297E0,8.540340271E0
1.448789958E0,1.047821045E-3,4.272415466E0,8.793314209E0
1.458809958E0,4.773573303E-1,4.369114380E0,8.920699310E0
1.468828958E0,8.384065247E-1,4.463867340E0,8.779842224E0
1.478848958E0,9.138496399E-1,4.424499207E0,8.414302368E0
1.488868958E0,6.114784241E-1,4.667444000E0,8.601562958E0
1.498888958E0,1.716929626E-1,4.619693298E0,8.829838257E0
1.508907958E0,1.025367737E-1,3.807931366E0,8.729397125E0
1.518927958E0,-3.302133179E-1,4.563260651E0,8.672665100E0
1.528947958E0,-3.252735901E-1,5.082680511E0,8.285719757E0
1.538966958E0,-1.321751404E-1,5.274880829E0,8.332272949E0
1.548986958E0,-8.906478882E-2,5.176235962E0,8.681496735E0
1.559006958E0,1.559756470E-1,4.734055481E0,8.602012024E0
1.569026958E0,3.622467041E-1,4.244872742E0,8.257428589E0
1.579045958E0,4.842430115E-1,3.841611328E0,8.251291351E0
1.589065958E0,1.697470093E-1,3.685186615E0,8.256380768E0
1.599085958E0,-5.418731689E-1,3.685635681E0,8.333919525E0
1.609104958E0,-7.503895569E-1,3.817212067E0,8.499026184E0
1.619124958E0,-4.905299377E-1,3.907324677E0,8.344697113E0
1.629144958E0,-3.388952637E-1,3.837420044E0,8.018076324E0
1.639164958E0,-3.236270142E-1,3.667673035E0,8.041727142E0
1.649183958E0,-1.589694214E-1,3.668122101E0,8.458610229E0
1.659203958E0,-5.478607178E-2,3.756887512E0,8.898395691E0
1.669223958E0,-7.903564453E-2,3.971092072E0,9.164841614E0
1.679242958E0,-1.092727661E-1,4.518952789E0,9.934541016E0
1.689262958E0,-1.269360352E-1,4.692891083E0,9.161099396E0
1.699282875E0,-5.557942200E-1,4.308939514E0,7.583380280E0
1.709302875E0,-4.743635559E-1,4.881947937E0,7.406897278E0
1.719321875E0,-1.354682922E-1,5.961053925E0,8.157885590E0
1.729341875E0,-5.748046875E-2,6.250551910E0,8.325237579E0
1.739361875E0,-7.499404907E-2,6.187383270E0,7.987689514E0
1.749380875E0,-1.124162292E-1,6.017187195E0,7.836952972E0
1.759400875E0,-1.073268127E-1,5.689069519E0,8.065078583E0
1.769420875E0,-1.255888367E-1,5.577401733E0,8.395591278E0
1.779440875E0,-1.764830017E-1,5.662275238E0,8.535400543E0
1.789459875E0,-2.332150269E-1,5.779481506E0,8.376580811E0
1.799479875E0,-3.367996216E-1,5.750441895E0,7.991282043E0
1.809499875E0,-5.622308350E-1,5.610033875E0,7.592211914E0
1.819518875E0,-8.418493652E-1,5.539380798E0,7.564519501E0
1.829538875E0,-7.012916565E-1,5.628595276E0,8.161178741E0
1.839558875E0,-6.493496704E-1,5.744005280E0,8.661139069E0
1.849578875E0,-4.168830872E-1,5.755681000E0,9.690398712E0
1.859597875E0,-1.649569702E-1,5.338199158E0,9.998607788E0
1.869617875E0,-4.888833618E-1,4.879403229E0,9.134604492E0
1.879637875E0,-6.872209167E-1,4.728067932E0,9.016350403E0
1.889657875E0,-7.209008789E-1,4.702321472E0,8.789422302E0
1.899676875E0,-7.702981567E-1,4.679119720E0,8.471184082E0
1.909696875E0,-7.283853149E-1,4.476291504E0,8.108039246E0
1.919716875E0,-5.846841431E-1,4.067790985E0,8.013885040E0
1.929735875E0,-5.405259705E-1,3.442391510E0,8.116421814E0
1.939755875E0,-6.369255066E-1,2.975063324E0,8.161627808E0
1.949775875E0,-9.159452820E-1,2.645149384E0,7.932604065E0
1.959795875E0,-1.070124664E0,2.622396698E0,7.842192078E0
1.969814875E0,-1.056353302E0,2.776127014E0,8.005203094E0
1.979834875E0,-1.308129730E0,3.090623016E0,8.216413879E0
1.989854875E0,-1.539847870E0,3.265758820E0,8.509654083E0
1.999873875E0,-1.574276276E0,3.223247223E0,8.959169312E0
2.009893875E0,-1.389710083E0,3.232527924E0,9.789792023E0
2.019913875E0,-1.459315338E0,3.042722626E0,9.843829651E0
2.029933875E0,-1.472188568E0,3.749702454E0,9.859696655E0
2.039952875E0,-1.263223114E0,3.956572266E0,1.005848328E1
2.049972875E0,-1.209784241E0,3.134631500E0,1.009859985E1
2.059992875E0,-1.729503479E0,3.389701080E0,1.055709641E1
2.070011875E0,-1.905687103E0,3.013084259E0,9.954150238E0
2.080031875E0,-1.918560333E0,2.641856232E0,8.870553589E0
2.090051875E0,-1.953886871E0,2.991229706E0,8.205336914E0
2.100071875E0,-2.177521820E0,3.601211243E0,7.661966858E0
2.110090875E0,-2.837050323E0,4.861141205E0,7.001091156E0
2.120110875E0,-2.456092529E0,3.737877045E0,7.350015564E0
2.130130875E0,-2.905458069E0,3.669020233E0,8.531658325E0
2.140149875E0,-3.214265900E0,3.601809998E0,9.582024078E0
2.150169875E0,-2.753973083E0,3.303480377E0,9.983040161E0
2.160189875E0,-2.596949615E0,3.545676727E0,9.981543274E0
2.170209875E0,-3.201991425E0,3.769012299E0,9.382489014E0
2.180228875E0,-3.440146179E0,3.515439606E0,8.550070038E0
2.190248875E0,-2.450554047E0,2.943329315E0,7.338938599E0
2.200268875E0,-1.717229004E0,2.826272736E0,8.360713806E0
2.210288875E0,-1.365610199E0,2.099833374E0,1.163710052E1
2.220307875E0,-1.930834808E0,1.969155121E0,9.283245392E0
2.230327875E0,-3.048710175E0,2.499352570E0,7.265291748E0
2.240347875E0,-3.448977814E0,2.223027191E0,7.743846588E0
2.250366875E0,-3.248544617E0,1.927391968E0,8.668324127E0
2.260386875E0,-2.984793091E0,1.843117218E0,9.424551544E0
2.270406875E0,-3.514242096E0,2.321222992E0,9.588011627E0
2.280426875E0,-3.268303528E0,2.166444855E0,9.278006287E0
2.290445875E0,-2.895129547E0,2.024090881E0,8.915011139E0
2.300465875E0,-2.639461212E0,1.838327179E0,9.135203247E0
2.310485875E0,-2.786305847E0,1.938319244E0,9.147926788E0
2.320504875E0,-3.186723175E0,2.090552673E0,8.654103699E0
2.330524875E0,-3.576662292E0,2.073338470E0,8.209079132E0
2.340544875E0,-3.549868011E0,1.729952545E0,8.325836334E0
2.350564875E0,-3.039728851E0,1.550326080E0,8.731792145E0
2.360583875E0,-2.923271027E0,1.619482269E0,8.991053009E0
2.370603875E0,-3.225791931E0,1.638492737E0,9.329798584E0
2.380623875E0,-3.351380768E0,1.704056396E0,9.583221588E0
2.390642875E0,-3.264710999E0,1.682501221E0,9.603728943E0
2.400662875E0,-3.247496796E0,1.773362274E0,9.412576447E0
2.410682875E0,-3.226690063E0,1.781894531E0,9.382489014E0
2.420701875E0,-3.089874573E0,1.784439240E0,1.027523254E1
2.430721875E0,-2.965932312E0,1.580563202E0,9.920320587E0
2.440741875E0,-3.348686371E0,1.885030060E0,8.706644440E0
2.450761875E0,-3.713178406E0,2.134112091E0,8.219108276E0
