"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.095720835E-2,-1.126682907E-1,-3.860091791E-2,6.425981969E-2
2.097720833E-2,-6.353820860E-2,-6.001995876E-2,7.510913908E-2
3.099720838E-2,-1.781039685E-2,-8.343765885E-2,1.028859094E-1
4.101620836E-2,1.481364667E-2,-1.002168804E-1,1.201961190E-1
5.103620834E-2,1.859720051E-2,-8.777619153E-2,1.220539436E-1
6.105620833E-2,3.196513280E-4,-7.362791896E-2,1.057323515E-1
7.107520837E-2,-1.338284463E-2,-7.212536782E-2,8.282490075E-2
8.109520836E-2,-2.307580784E-2,-8.292248845E-2,6.797282398E-2
9.111520834E-2,-1.935830154E-2,-1.050760001E-1,4.749843851E-2
1.011352083E-1,-2.574823797E-3,-1.234631613E-1,3.163953871E-2
1.111542084E-1,9.497019462E-3,-1.278592497E-1,1.251963805E-2
1.211742084E-1,8.471542038E-3,-1.172787175E-1,-9.742371738E-3
1.311942083E-1,-4.247714765E-3,-7.913719118E-2,-3.620913252E-2
1.412132084E-1,-2.590562776E-2,-5.115255341E-2,-5.902219936E-2
1.512332084E-1,-5.156012625E-2,-3.574723005E-2,-7.348529249E-2
1.612532084E-1,-6.754741073E-2,-3.452038392E-2,-8.371325582E-2
1.712732083E-1,-6.903958321E-2,-6.057168916E-2,-8.737563342E-2
1.812922084E-1,-5.876634642E-2,-1.067216769E-1,-9.063934535E-2
1.913122084E-1,-2.669310197E-2,-1.364196539E-1,-9.001563489E-2
2.013322084E-1,-1.234612893E-2,-1.406743526E-1,-8.518214524E-2
2.113522083E-1,-2.224252559E-3,-1.051936001E-1,-7.717002928E-2
2.213712084E-1,-4.408946261E-4,-5.155548081E-2,-6.550948322E-2
2.313912084E-1,1.318123192E-3,-4.530447535E-3,-5.124825612E-2
2.414112083E-1,-3.962209448E-4,2.673294954E-2,-3.981820866E-2
2.514302084E-1,-1.564549282E-3,2.917986177E-2,-3.083137237E-2
2.614502084E-1,1.316335984E-3,8.359398693E-3,-2.851326019E-2
2.714702084E-1,-4.038215615E-3,-1.183109079E-2,-3.320814297E-2
2.814902083E-1,-2.964881063E-2,-2.556894720E-2,-3.937888145E-2
2.915092084E-1,-8.231920749E-2,-4.395195097E-2,-5.270507559E-2
3.015292084E-1,-1.206185594E-1,-7.553006709E-2,-7.663927972E-2
3.115492084E-1,-1.890796423E-1,-1.033872589E-1,-1.208184585E-1
3.215682083E-1,-2.563861012E-1,-1.323365271E-1,-1.674896181E-1
3.315882084E-1,-3.151730001E-1,-1.542516798E-1,-2.195584029E-1
3.416082084E-1,-3.507179022E-1,-1.737082303E-1,-2.733086348E-1
3.516282084E-1,-3.449808955E-1,-1.937181503E-1,-2.962549627E-1
3.616472083E-1,-3.140276968E-1,-1.947176605E-1,-3.116742671E-1
3.716672084E-1,-2.799858451E-1,-1.638393700E-1,-3.255272508E-1
3.816872084E-1,-2.452604622E-1,-9.041273594E-2,-3.534620106E-1
3.917062083E-1,-1.916680932E-1,2.487576753E-2,-4.195227921E-1
4.017262083E-1,-1.360638440E-1,1.675029248E-1,-5.089595914E-1
4.117462084E-1,-8.779459447E-2,2.844287455E-1,-5.928805470E-1
4.217662084E-1,-4.878093302E-2,3.068293631E-1,-6.403702497E-1
4.317852083E-1,-1.372574456E-2,2.264863253E-1,-6.171682477E-1
4.418052083E-1,2.708742395E-2,8.385813236E-2,-5.523002744E-1
4.518252084E-1,6.092661619E-2,-1.199996620E-1,-4.616113901E-1
4.618452084E-1,9.263503551E-2,-3.490692079E-1,-3.850205541E-1
4.718642083E-1,1.222192943E-1,-5.658651590E-1,-3.552184403E-1
4.818842083E-1,1.297022104E-1,-7.822292447E-1,-3.680992723E-1
4.919042084E-1,1.232115626E-1,-9.945122004E-1,-4.071329534E-1
5.019232084E-1,1.090389043E-1,-1.158669472E0,-4.752249718E-1
5.119432083E-1,1.392657906E-1,-1.188904643E0,-5.517072082E-1
5.219632083E-1,1.120079458E-1,-1.312586904E0,-6.735918522E-1
5.319832084E-1,4.588938132E-2,-1.370137811E0,-7.781276107E-1
5.420022084E-1,-3.625854850E-2,-1.331420422E0,-8.284159303E-1
5.520222083E-1,-1.112249345E-1,-1.269583106E0,-8.164745569E-1
5.620422083E-1,-1.497253329E-1,-1.267894626E0,-7.596994042E-1
5.720612084E-1,-1.428895295E-1,-1.261464953E0,-6.674911380E-1
5.820812084E-1,-6.834013760E-2,-1.237999439E0,-5.805412531E-1
5.921012083E-1,5.652536079E-2,-1.237174988E0,-5.026102662E-1
6.021212084E-1,1.906117499E-1,-1.208586693E0,-5.120314956E-1
6.121402084E-1,3.262721002E-1,-1.236176729E0,-5.215959549E-1
6.221602084E-1,5.831189156E-1,-9.968264103E-1,-6.790525913E-1
6.321802083E-1,8.825415969E-1,-9.170061350E-1,-8.824589849E-1
6.422002084E-1,1.093778372E0,-9.035380483E-1,-9.838911295E-1
6.522192084E-1,1.251820207E0,-9.562292695E-1,-9.786289930E-1
6.622392084E-1,1.372447848E0,-1.092992067E0,-9.230942130E-1
6.722592083E-1,1.472483635E0,-1.300200939E0,-8.327131867E-1
6.822782084E-1,1.424243093E0,-1.770692110E0,-6.934314966E-1
6.922982084E-1,1.134614944E0,-2.159760952E0,-5.003190637E-1
7.023189584E-1,7.169530392E-1,-2.105979919E0,-3.243063390E-1
