"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636394658523957E9,"2021-11-08 19:04:18.524 UTC+01:00"
"PAUSE",2.749025862501003E1,1.636394686014397E9,"2021-11-08 19:04:46.014 UTC+01:00"
