"event","experiment time","system time","system time text"
"START",0.000000000E0,1636394861.978,"2021-11-08 19:07:41.978 UTC+01:00"
"PAUSE",3.700726884E1,1636394898.985,"2021-11-08 19:08:18.985 UTC+01:00"
