"event","experiment time","system time","system time text"
"START",0.000000000E0,1636394757.290,"2021-11-08 19:05:57.290 UTC+01:00"
"PAUSE",3.535743046E1,1636394792.648,"2021-11-08 19:06:32.648 UTC+01:00"
