"event","experiment time","system time","system time text"
"START",0.000000000E0,1636394546.511,"2021-11-08 19:02:26.511 UTC+01:00"
"PAUSE",3.609963577E1,1636394582.611,"2021-11-08 19:03:02.611 UTC+01:00"
