"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636363186981419E9,"2021-11-08 10:19:46.981 UTC+01:00"
"PAUSE",7.489650220831390E1,1.636363261878182E9,"2021-11-08 10:21:01.878 UTC+01:00"
