"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636389318993000E9,"2021-11-08 17:35:18.993 UTC+01:00"
"PAUSE",5.111288141657133E1,1.636389370105000E9,"2021-11-08 17:36:10.105 UTC+01:00"
