"event","experiment time","system time","system time text"
"START",0.000000000E0,1636489415.464,"2021-11-09 21:23:35.464 UTC+01:00"
"PAUSE",4.504095289E1,1636489460.505,"2021-11-09 21:24:20.505 UTC+01:00"
