"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.306783338E-2,2.210943997E-1,-2.833117545E-1,2.771881595E-2
2.305783331E-2,4.354223609E-2,-4.042911530E-1,2.249795198E-2
3.304783348E-2,-1.074262857E-1,-5.592662096E-1,9.954930283E-3
4.303683341E-2,-1.935164183E-1,-6.564622521E-1,-1.121373847E-2
5.302683334E-2,-2.078351974E-1,-7.159924507E-1,-1.972975023E-2
6.301683327E-2,-1.609918028E-1,-7.559878230E-1,-1.469787210E-3
7.300683344E-2,-5.440485105E-2,-9.871588945E-1,5.771530792E-2
8.299583336E-2,7.920700312E-2,-1.218143940E0,1.296587288E-1
9.298583330E-2,2.171019316E-1,-1.211807013E0,2.300931811E-1
1.029758335E-1,3.239673972E-1,-1.207687378E0,3.701775968E-1
1.129658334E-1,3.579789996E-1,-1.190742016E0,5.011286139E-1
1.229558333E-1,3.403869569E-1,-1.117244601E0,5.926231146E-1
1.329448335E-1,3.575333357E-1,-9.827780724E-1,6.540391445E-1
1.429348334E-1,3.839606941E-1,-8.940444589E-1,7.376828790E-1
1.529248334E-1,4.306632876E-1,-8.603540063E-1,8.489836454E-1
1.629148333E-1,4.429223537E-1,-9.313474894E-1,9.707229137E-1
1.729038334E-1,4.067903459E-1,-1.069498897E0,1.065060973E0
1.828938334E-1,3.463927805E-1,-1.205155015E0,1.147640109E0
1.928838333E-1,2.690020800E-1,-1.325989723E0,1.232380629E0
2.028738335E-1,1.935278177E-1,-1.406840682E0,1.335160851E0
2.128638334E-1,9.848173708E-2,-1.460338831E0,1.429558635E0
2.228528333E-1,-4.075797275E-3,-1.460324168E0,1.480958223E0
2.328428333E-1,-9.406808764E-2,-1.345954061E0,1.490138292E0
2.428328334E-1,-1.824983507E-1,-1.107918859E0,1.474920392E0
2.528228334E-1,-2.635945082E-1,-8.420480490E-1,1.423714161E0
2.628118333E-1,-3.484004736E-1,-5.442305207E-1,1.371650696E0
2.728018335E-1,-4.194490910E-1,-2.537916005E-1,1.335924029E0
2.827918334E-1,-4.437898397E-1,4.029728472E-2,1.304401755E0
2.927818333E-1,-4.304299355E-1,1.915372908E-1,1.269094110E0
3.027718335E-1,-3.700443506E-1,2.274167240E-1,1.262235165E0
3.127608334E-1,-2.560340464E-1,2.303720266E-1,1.293746233E0
3.227508334E-1,-1.184852198E-1,2.101849914E-1,1.337904930E0
3.327408333E-1,-7.385142148E-3,1.885564029E-1,1.355002046E0
3.427308335E-1,6.697644293E-2,2.634996474E-1,1.347415924E0
3.527198334E-1,9.466531873E-2,4.321656227E-1,1.321365952E0
3.627098333E-1,7.300902903E-2,5.963817239E-1,1.287266135E0
3.726998335E-1,2.196976170E-2,7.600521445E-1,1.212765932E0
3.826898334E-1,-4.609131068E-2,8.799945116E-1,1.105165958E0
3.926798333E-1,-1.247198060E-1,9.789316654E-1,9.694564342E-1
4.026688333E-1,-2.162249535E-1,1.078431606E0,8.010290265E-1
4.126588334E-1,-2.904376090E-1,1.136640906E0,6.460283399E-1
4.226488334E-1,-3.762265742E-1,1.117624879E0,5.058180094E-1
4.326388333E-1,-4.599806368E-1,9.882343411E-1,3.789942265E-1
4.426278335E-1,-5.142278671E-1,7.912666798E-1,3.005033731E-1
4.526178334E-1,-5.243473649E-1,6.195762157E-1,2.809225917E-1
4.626078333E-1,-4.906988740E-1,5.426694751E-1,3.035203218E-1
4.725978335E-1,-4.255853891E-1,5.224093795E-1,3.169169724E-1
4.825878334E-1,-3.452487588E-1,4.938048422E-1,3.212573826E-1
4.925768333E-1,-2.646788657E-1,4.076822400E-1,3.436040878E-1
5.025668333E-1,-2.342549264E-1,2.795360088E-1,3.671608269E-1
5.125568334E-1,-2.569858134E-1,1.352869421E-1,3.686788380E-1
5.225468334E-1,-3.189935088E-1,2.804757841E-2,3.735763729E-1
5.325358333E-1,-3.789145648E-1,-1.474321168E-2,4.170356989E-1
5.425258335E-1,-4.189330935E-1,-1.248138864E-2,4.780005217E-1
