"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636393384936886E9,"2021-11-08 18:43:04.937 UTC+01:00"
"PAUSE",6.940466574998572E1,1.636393454342013E9,"2021-11-08 18:44:14.342 UTC+01:00"
