"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.244825003E-2,2.707322687E-2,4.299693182E-2,-1.673351787E-2
2.251025004E-2,-4.503076151E-2,-9.585317224E-3,-2.299921960E-2
3.257325001E-2,-6.701408327E-2,-4.201889038E-2,-4.200780019E-2
4.263525002E-2,-4.239000753E-2,-3.638958558E-2,-6.356078386E-2
5.269825005E-2,1.334569138E-2,-7.163257338E-3,-9.159001708E-2
6.276125001E-2,5.789249763E-2,2.871094458E-2,-1.319863200E-1
7.282325003E-2,8.216108382E-2,3.561971709E-2,-1.697898954E-1
8.288625005E-2,7.128565013E-2,2.081635967E-2,-2.176867276E-1
9.294925001E-2,2.322172001E-2,-5.616311915E-3,-2.719206810E-1
1.030112500E-1,-4.043920338E-2,-2.755819075E-2,-3.453508914E-1
1.130742501E-1,-9.045629203E-2,-2.827644534E-2,-4.416548014E-1
1.231372500E-1,-1.314315051E-1,-2.886943519E-2,-5.411604047E-1
1.331992500E-1,-1.516488940E-1,-6.168863550E-2,-6.304807067E-1
1.432622500E-1,-1.702686846E-1,-1.356266141E-1,-7.053732872E-1
1.533242500E-1,-1.976635456E-1,-2.353723794E-1,-7.898598909E-1
1.633872500E-1,-2.339166254E-1,-3.624091446E-1,-8.859563470E-1
1.734502500E-1,-2.915535569E-1,-4.762758017E-1,-9.883404970E-1
1.835122500E-1,-3.600284755E-1,-5.810389519E-1,-1.081263542E0
1.935752500E-1,-4.182233512E-1,-6.695456505E-1,-1.168266177E0
2.036382500E-1,-4.309650362E-1,-6.803940535E-1,-1.241960168E0
2.137002500E-1,-3.120695353E-1,-6.787820458E-1,-1.324178100E0
2.237632500E-1,-2.408719808E-1,-7.483819723E-1,-1.476742029E0
2.338252500E-1,-2.405127138E-1,-7.187364697E-1,-1.589050174E0
2.438882500E-1,-2.286260724E-1,-6.424514055E-1,-1.696386933E0
2.539512501E-1,-1.366106570E-1,-7.976971865E-1,-2.001575708E0
2.640132500E-1,-5.822635815E-2,-8.010644913E-1,-2.402278185E0
2.740762500E-1,-7.605489343E-2,-6.861560345E-1,-2.611889839E0
2.841392500E-1,-1.588341147E-1,-5.573686957E-1,-2.626219988E0
2.942012500E-1,-2.394698411E-1,-4.073651135E-1,-2.596470356E0
3.042642500E-1,-2.804866731E-1,-2.601870894E-1,-2.603840828E0
3.143272500E-1,-2.834843099E-1,-6.940862536E-2,-2.618721247E0
3.243892500E-1,-2.515234649E-1,1.589651555E-1,-2.592825413E0
3.344522500E-1,-1.893858016E-1,4.238855243E-1,-2.507610798E0
3.445142500E-1,-1.182386950E-1,6.913765073E-1,-2.355155706E0
3.545772500E-1,-6.739149243E-2,9.115589857E-1,-2.196612358E0
3.646402500E-1,-4.587605223E-2,1.006552935E0,-2.078317404E0
3.747022500E-1,-4.138596356E-2,9.878461957E-1,-2.016506910E0
3.847652500E-1,-6.173102558E-2,9.320560694E-1,-2.020571947E0
3.948282500E-1,-8.468374610E-2,8.342338800E-1,-2.071889877E0
4.048902500E-1,-1.039379761E-1,7.439580560E-1,-2.130604506E0
4.149532500E-1,-1.201286688E-1,6.537849903E-1,-2.156093121E0
4.250152500E-1,-1.318446398E-1,5.214366317E-1,-2.128133535E0
4.350782500E-1,-1.273766607E-1,4.414994419E-1,-1.998789907E0
4.451412500E-1,-8.184791356E-2,4.998074174E-1,-1.757278562E0
4.552032501E-1,-1.585212350E-2,6.249312758E-1,-1.465681553E0
4.652662500E-1,6.413280219E-2,7.097303867E-1,-1.173982739E0
4.753292500E-1,1.323161125E-1,7.586265802E-1,-9.115358591E-1
4.853912500E-1,1.939405948E-1,7.688178420E-1,-7.023329735E-1
4.954542500E-1,2.360470295E-1,7.486662269E-1,-5.268633962E-1
5.055172500E-1,2.412824780E-1,7.228885889E-1,-3.644561172E-1
5.155792500E-1,1.970654875E-1,6.291341186E-1,-2.386305630E-1
5.256422500E-1,1.215354875E-1,4.665473998E-1,-1.487078965E-1
5.357042500E-1,5.083255097E-2,3.014418185E-1,-7.028473169E-2
5.457672500E-1,3.686375543E-2,2.160177827E-1,-1.504720375E-2
5.558302500E-1,8.052068949E-2,2.115378082E-1,1.516848989E-2
5.658922500E-1,1.974671781E-1,2.400150895E-1,7.772503048E-2
5.759552500E-1,3.431713879E-1,3.081725836E-1,1.557031870E-1
5.860182500E-1,4.787317514E-1,4.041842222E-1,2.387530357E-1
5.960802500E-1,5.522352457E-1,5.100369453E-1,3.008036017E-1
6.061432500E-1,5.499597192E-1,6.406241655E-1,3.529347479E-1
6.162052500E-1,5.047354698E-1,7.960409522E-1,3.945333362E-1
6.262682501E-1,4.607303739E-1,9.621857405E-1,4.307735860E-1
6.363312500E-1,4.178737402E-1,1.122619033E0,4.540165961E-1
6.463932500E-1,3.412615657E-1,1.232778907E0,4.612059295E-1
6.564562500E-1,2.395527661E-1,1.287035942E0,4.748905599E-1
6.665183334E-1,1.445683092E-1,1.323493958E0,5.156854987E-1
6.765803334E-1,1.064265296E-1,1.387614012E0,5.804362893E-1
6.866433333E-1,1.687909514E-1,1.578619123E0,6.572370529E-1
6.967063334E-1,3.332424760E-1,1.899050117E0,7.253639102E-1
7.067683333E-1,5.727983713E-1,2.328157425E0,7.143597603E-1
7.168313334E-1,7.695100904E-1,2.793176413E0,6.121811867E-1
7.268933334E-1,9.002075791E-1,3.246222258E0,4.653366804E-1
7.369563333E-1,9.451420307E-1,3.638114691E0,2.824278474E-1
7.470193334E-1,9.034001827E-1,3.859645367E0,1.147695407E-1
7.570813334E-1,8.008431792E-1,3.926711798E0,1.900946349E-2
7.671443333E-1,6.718904972E-1,3.936971903E0,-3.572233021E-2
7.772073334E-1,5.777685046E-1,3.877780914E0,-7.281270623E-2
7.872693334E-1,5.647731423E-1,3.877145529E0,-7.909766585E-2
7.973323333E-1,6.231411099E-1,3.970882893E0,-8.837717772E-2
8.073943334E-1,7.191438675E-1,4.061285496E0,-1.290744990E-1
8.174573334E-1,8.310829401E-1,4.138398647E0,-2.015215456E-1
8.275203333E-1,9.347178936E-1,4.196794987E0,-3.142281175E-1
8.375823334E-1,9.898562431E-1,4.146103859E0,-4.858824313E-1
8.476453334E-1,9.828721285E-1,3.977761030E0,-6.743874550E-1
