"event","experiment time","system time","system time text"
"START",0.000000000E0,1636471067.631,"2021-11-09 16:17:47.631 UTC+01:00"
"PAUSE",2.509724843E1,1636471092.728,"2021-11-09 16:18:12.728 UTC+01:00"
