"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636533909518649E9,"2021-11-10 09:45:09.519 UTC+01:00"
"PAUSE",3.483871233332320E1,1.636533944357381E9,"2021-11-10 09:45:44.357 UTC+01:00"
