"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.175500024E-3,-3.237467651E0,3.592978363E0,8.389753418E0
1.323849999E-2,-3.394491119E0,3.730392609E0,8.472830658E0
2.330150001E-2,-3.458408203E0,3.732039185E0,8.593779144E0
3.336450004E-2,-3.382516022E0,3.563789062E0,8.631051636E0
4.342750000E-2,-3.241658936E0,3.424279175E0,8.560697937E0
5.348950002E-2,-3.132984924E0,3.411405945E0,8.428522797E0
6.355249998E-2,-3.077001343E0,3.419638824E0,8.324489136E0
7.361550000E-2,-3.015329590E0,3.394042053E0,8.191565552E0
8.367850003E-2,-2.919678497E0,3.313659210E0,8.122409363E0
9.374149999E-2,-2.877765656E0,3.204386444E0,8.190068665E0
1.038045000E-1,-3.042872314E0,3.143612823E0,8.352181549E0
1.138675000E-1,-3.104843445E0,3.165317688E0,8.536598053E0
1.239305000E-1,-3.179238739E0,3.201991425E0,8.616980896E0
1.339935000E-1,-3.014132080E0,3.248245239E0,8.412655792E0
1.440555000E-1,-3.343447266E0,3.175795898E0,8.724906464E0
1.541185000E-1,-2.858605499E0,3.174299011E0,9.141490173E0
1.641815000E-1,-2.683769073E0,3.076103210E0,8.819509735E0
1.742445000E-1,-2.824775848E0,3.049757996E0,8.730444946E0
1.843075000E-1,-2.856509857E0,2.903661804E0,8.721313934E0
1.943705000E-1,-2.352657623E0,2.886896667E0,9.113348694E0
2.044335000E-1,-2.317331085E0,2.780917053E0,9.463021545E0
2.144965000E-1,-3.089874573E0,2.439028015E0,9.758207703E0
2.245585000E-1,-3.017724609E0,2.141147461E0,1.026146118E1
2.346215000E-1,-2.616259460E0,1.296004944E0,9.764045563E0
2.446845000E-1,-2.198029175E0,1.982178040E0,9.773475952E0
2.547475000E-1,-2.090702362E0,2.553240509E0,9.980794830E0
2.648105000E-1,-2.292782135E0,2.651735687E0,1.029109955E1
2.748735000E-1,-2.592758331E0,2.361489258E0,1.015907410E1
2.849365000E-1,-2.471809845E0,2.297721863E0,9.587412872E0
2.949995000E-1,-1.766027527E0,2.510579224E0,9.270821228E0
