"event","experiment time","system time","system time text"
"START",0.000000000E0,1636471883.590,"2021-11-09 16:31:23.590 UTC+01:00"
"PAUSE",2.558988072E1,1636471909.180,"2021-11-09 16:31:49.180 UTC+01:00"
