"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482482754092E9,"2021-11-09 19:28:02.754 UTC+01:00"
"PAUSE",3.845321391668404E1,1.636482521197942E9,"2021-11-09 19:28:41.198 UTC+01:00"
