"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636390981697071E9,"2021-11-08 18:03:01.697 UTC+01:00"
"PAUSE",5.177430945821106E1,1.636391033471627E9,"2021-11-08 18:03:53.472 UTC+01:00"
