"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636481612039792E9,"2021-11-09 19:13:32.040 UTC+01:00"
"PAUSE",1.450089349999325E1,1.636481626540727E9,"2021-11-09 19:13:46.541 UTC+01:00"
