"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.096699998E-2,-3.003096581E-1,-2.544465363E-1,1.968929358E-2
2.098699997E-2,-3.541522026E-1,-3.428647220E-1,1.226062421E-2
3.100699995E-2,-4.047607780E-1,-4.437939823E-1,2.965392778E-3
4.102800001E-2,-4.712879658E-1,-5.608674288E-1,-3.094838001E-3
5.104799999E-2,-5.735288858E-1,-7.177830338E-1,4.523700848E-2
6.106799998E-2,-7.021758556E-1,-8.467506766E-1,9.063442796E-2
7.108899998E-2,-8.685890436E-1,-9.189791083E-1,8.642716706E-2
8.110899996E-2,-1.011850119E0,-1.047155261E0,7.611294836E-2
9.112900001E-2,-1.130022526E0,-1.158071637E0,9.295983613E-2
1.011500000E-1,-1.212339282E0,-1.229861259E0,1.391738802E-1
1.111700000E-1,-1.290539026E0,-1.177030563E0,2.384245694E-1
1.211900000E-1,-1.296703577E0,-1.248327971E0,3.459343612E-1
1.312110000E-1,-1.314132333E0,-1.464163780E0,4.304191470E-1
1.412310000E-1,-1.482493281E0,-1.563338876E0,5.959756970E-1
1.512510000E-1,-1.739015937E0,-1.482648253E0,6.472037435E-1
1.612720000E-1,-1.983240008E0,-1.393049598E0,6.064139009E-1
1.712920000E-1,-2.173505306E0,-1.481207728E0,5.446597338E-1
1.813120000E-1,-2.250093937E0,-1.702991843E0,4.840075970E-1
1.913330000E-1,-2.242784023E0,-1.979834914E0,4.948765039E-1
2.013530000E-1,-2.175487995E0,-2.144928217E0,5.467752218E-1
2.113740000E-1,-2.135065079E0,-2.060233116E0,5.980916619E-1
2.213940000E-1,-2.170781136E0,-1.749088168E0,5.807179809E-1
2.314140000E-1,-1.925057650E0,-1.494298220E0,6.585438251E-1
2.414350000E-1,-1.497939110E0,-1.189996719E0,7.739065886E-1
2.514550000E-1,-9.985940456E-1,-1.027071118E0,9.373575449E-1
2.614750000E-1,-6.922368407E-1,-7.638192773E-1,1.120264173E0
2.714960000E-1,-5.904510617E-1,-5.261662602E-1,1.197477937E0
2.815205000E-1,-5.092281699E-1,-5.309194326E-1,1.284986019E0
2.915405000E-1,-3.485758901E-1,-6.565135717E-1,1.384455085E0
3.015615000E-1,-1.413610131E-1,-6.933953166E-1,1.417631626E0
3.115815000E-1,-1.616634801E-2,-5.617691278E-1,1.283765197E0
3.216015000E-1,4.710185528E-2,-5.168938637E-1,9.752845168E-1
3.316225000E-1,3.445876390E-2,-6.161323190E-1,5.248992443E-1
3.416425000E-1,-1.164397821E-1,-6.624189019E-1,7.235454023E-2
3.516635000E-1,-2.047733665E-1,-7.274010777E-1,-1.644199193E-1
3.616835000E-1,-3.236107230E-1,-6.944398284E-1,-2.140881866E-1
3.717035000E-1,-4.498403072E-1,-5.083911419E-1,-1.131432131E-1
3.817245000E-1,-6.378588080E-1,-1.584253162E-1,1.509698778E-1
3.917445000E-1,-8.714454770E-1,2.227928787E-1,5.585772991E-1
4.017645000E-1,-1.013054252E0,4.217486978E-1,9.463157058E-1
4.117855000E-1,-8.690776825E-1,9.844066203E-2,1.238003612E0
4.218055000E-1,-6.105871201E-1,-4.668817818E-1,1.497066259E0
4.318255000E-1,-6.306377649E-1,-1.235454082E0,8.077235818E-1
4.418465000E-1,-7.202017307E-1,-1.176121950E0,-2.796993405E-2
4.518665000E-1,-5.700838566E-1,-8.019925952E-1,-3.001261055E-1
4.618865000E-1,-4.081608355E-1,-9.676583409E-1,-3.443159759E-1
4.719075000E-1,-1.356305331E-1,-1.455901504E0,-2.802949250E-1
4.819275000E-1,1.766275018E-1,-1.701412439E0,-2.200850658E-2
4.919485000E-1,3.353756070E-1,-1.781810880E0,2.754561901E-1
5.019685000E-1,3.621778190E-1,-1.627581477E0,5.012542605E-1
5.119885000E-1,2.972925603E-1,-1.161982059E0,6.577882171E-1
5.220095000E-1,-1.480754167E-1,6.684842706E-1,6.959708333E-1
5.320295000E-1,-2.322278321E-1,1.140781283E0,5.355734825E-1
5.420495000E-1,-1.086822003E-1,1.454901338E0,3.141396344E-1
5.520705000E-1,-8.442585915E-2,1.566679001E0,-1.791997850E-1
5.620905000E-1,-9.664954245E-2,1.508511424E0,-7.748516202E-1
5.721105000E-1,-6.592465192E-2,1.222944975E0,-1.320809960E0
5.821315000E-1,3.769543022E-3,8.426461816E-1,-1.708384633E0
5.921515000E-1,2.042328715E-1,4.061641991E-1,-1.906119823E0
6.021715000E-1,4.680517912E-1,-1.951961368E-1,-1.958281279E0
6.121925000E-1,7.030701637E-1,-9.397552609E-1,-1.985920191E0
6.222125000E-1,8.786528111E-1,-1.560044646E0,-2.078335762E0
6.322325000E-1,1.003987670E0,-1.785136342E0,-2.256803513E0
6.422535000E-1,1.058827281E0,-1.726938009E0,-2.424904346E0
6.522735000E-1,1.086417556E0,-1.588494420E0,-2.544103861E0
6.622945000E-1,1.086009026E0,-1.557907701E0,-2.630256891E0
6.723145000E-1,1.058864474E0,-1.684954882E0,-2.706199408E0
6.823345000E-1,1.008579254E0,-1.839108229E0,-2.810134888E0
