"event","experiment time","system time","system time text"
"START",0.000000000E0,1636471463.219,"2021-11-09 16:24:23.219 UTC+01:00"
"PAUSE",2.285599427E1,1636471486.075,"2021-11-09 16:24:46.075 UTC+01:00"
