"event","experiment time","system time","system time text"
"START",0.000000000E0,1636570346.359,"2021-11-10 19:52:26.359 UTC+01:00"
"PAUSE",1.503623453E1,1636570361.395,"2021-11-10 19:52:41.395 UTC+01:00"
