"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.908416674E-3,4.880451050E0,4.914430389E0,7.537425842E0
1.292741665E-2,4.695884857E0,4.302502899E0,7.243437195E0
2.295008337E-2,4.604874115E0,3.645519104E0,6.990612946E0
3.296908335E-2,4.532873840E0,3.317551117E0,6.924899597E0
4.298808333E-2,4.502187653E0,3.395389252E0,7.095844116E0
5.300808331E-2,4.565955048E0,3.613485718E0,7.335346069E0
6.302708335E-2,4.484973450E0,3.765120392E0,7.418273621E0
7.304608333E-2,4.258195038E0,3.712729340E0,7.499404907E0
8.306508337E-2,4.058360596E0,3.514541473E0,7.730673981E0
9.308408335E-2,3.783083038E0,3.402723999E0,7.926616516E0
1.031030833E-1,3.638633423E0,3.314257965E0,8.132588196E0
1.131230833E-1,3.629951477E0,3.275338898E0,8.302035828E0
1.231420834E-1,3.695365448E0,3.261866913E0,8.406967621E0
1.331610833E-1,3.659889221E0,3.219954071E0,8.506360931E0
1.431800834E-1,3.441493378E0,3.029699707E0,8.657097473E0
1.531990833E-1,3.205284576E0,2.957400055E0,8.899742889E0
1.632190833E-1,3.033890991E0,3.018622742E0,9.061257019E0
1.732380833E-1,2.893632660E0,3.184328156E0,9.161997528E0
1.832570834E-1,2.717149658E0,3.406915283E0,9.185648346E0
1.932760833E-1,2.555336151E0,3.532354431E0,9.109756165E0
2.032950834E-1,2.570305023E0,3.605552216E0,8.919202423E0
2.133140833E-1,2.686164093E0,3.652853851E0,8.608448639E0
2.233340833E-1,2.831362152E0,3.646866302E0,8.315507812E0
2.333530833E-1,2.869083710E0,3.611839142E0,8.192463684E0
2.433720834E-1,2.866239624E0,3.601660309E0,8.262218628E0
2.533910833E-1,2.897674255E0,3.682791595E0,8.441246338E0
2.634100834E-1,2.816692657E0,3.789819031E0,8.524473267E0
2.734290833E-1,2.611319733E0,3.838467865E0,8.347840576E0
2.834490833E-1,2.545756073E0,3.846401367E0,8.084538116E0
2.934680833E-1,2.548151093E0,3.895050201E0,8.018375702E0
3.034870834E-1,2.374063110E0,3.873644714E0,8.103847961E0
3.135060833E-1,2.271077271E0,3.807931366E0,8.168064423E0
3.235250834E-1,2.413131866E0,3.933819580E0,8.174351349E0
