"event","experiment time","system time","system time text"
"START",0.000000000E0,1636483353.186,"2021-11-09 19:42:33.186 UTC+01:00"
"PAUSE",5.083278764E1,1636483404.018,"2021-11-09 19:43:24.018 UTC+01:00"
