"event","experiment time","system time","system time text"
"START",0.000000000E0,1636468552.473,"2021-11-09 15:35:52.473 UTC+01:00"
"PAUSE",4.595111047E1,1636468598.424,"2021-11-09 15:36:38.424 UTC+01:00"
