"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636363917548441E9,"2021-11-08 10:31:57.548 UTC+01:00"
"PAUSE",7.566571887501050E1,1.636363993214418E9,"2021-11-08 10:33:13.214 UTC+01:00"
