"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482570306176E9,"2021-11-09 19:29:30.306 UTC+01:00"
"PAUSE",4.704134083329700E1,1.636482617348068E9,"2021-11-09 19:30:17.348 UTC+01:00"
