Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.01127058,2.325368404,-13.89654541,-1.320402265
0.02930948,0.280720145,-12.03385639,1.906981707
0.04734839,-2.218826532,-9.606135368,1.734599113
0.06538777,-1.921945453,-8.035539627,-1.818396211
0.08342792,-1.443105102,-8.06427002,-2.249352455
0.10146683,-0.293888271,-8.749011993,-1.210268974
0.11950573,0.524928749,-10.00357342,-0.990002394
0.13754464,1.07559514,-11.10969448,-1.133654475
0.15558355,1.214458823,-10.75056458,-1.133654475
0.17362292,1.63583827,-9.452906609,-0.808043063
0.1916623,1.63583827,-8.777742386,-0.63087213
0.20970167,0.108337626,-8.567051888,0.647631586
0.22774105,-1.083974838,-8.787319183,0.882263303
0.24578042,-0.782305419,-8.993220329,0.29807812
0.2638198,0.433949053,-9.25658226,-0.171185419
0.28185917,1.48739779,-9.768941879,-0.247799873
0.29989808,2.04285264,-10.12807178,0.010773907
0.31793698,2.172139406,-10.12328339,0.197521642
0.33597589,2.100313425,-10.0562458,0.513556242
0.3540148,1.903988957,-9.606135368,0.403422982
0.37205396,1.674145579,-9.744999886,0.274136096
0.39009334,1.147421122,-10.65000725,0.748188019
0.40813271,0.96546185,-10.93731213,0.647631586
0.42617209,0.716464877,-11.37784481,1.126471877
0.44421146,0.338180989,-12.77127075,1.993172884
0.46225084,1.477820992,-13.25489902,2.931699991
0.48029021,2.344521999,-12.78084755,2.093729496
0.49832938,2.492962599,-11.87583923,2.424129248
0.51636829,1.195305228,-12.48396587,3.324349165
0.53440719,-1.907580256,-14.04019737,5.732915878
0.5524461,-4.713584423,-15.74965763,5.857414246
0.570485,-8.309675217,-17.63150024,1.993172884
0.58852542,-9.832387924,-17.62192345,0.700303972
0.60656433,-6.284181118,-15.36658478,-0.262165099
0.62460323,-1.060032845,-13.62839508,-1.042674899
0.64264214,3.072359324,-13.00111389,1.533486247
0.66068105,1.927930951,-12.65634918,3.597288132
0.67872032,-0.37050271,-12.88140392,5.713762283
0.69675969,-0.250792623,-11.76091766,4.138377666
0.71479907,-0.193331793,-9.615712166,2.797624588
0.73283844,-1.500565886,-7.551910877,2.979583979
0.75087782,-3.459022999,-5.229535103,2.907757998
0.76891719,-3.277063608,-4.08510685,2.084152699
0.78695657,-1.687313676,-4.061164856,1.940500498
0.80499568,-1.103128433,-4.472967148,2.783259392
0.82303459,-1.902791858,-4.707599163,2.323572636
0.84107193,-2.606687069,-4.08510685,2.811989784
0.85911214,-2.755127668,-3.19446373,3.410540342
0.87715245,-2.616263866,-2.658162355,3.75530529
0.89519136,-2.554014683,-2.021304846,3.884592295
0.91323026,-2.774281263,-1.949478745,4.028244495
0.93126917,-2.740762472,-2.246359825,4.507084846
0.94930813,-2.515707493,-2.74914217,5.124788761
0.9673475,-2.170942307,-2.485780001,5.527014732
0.98538688,-2.295440912,-2.260725021,6.240486622
1.00342625,-5.810129166,-7.398681641,18.26895523
1.02146563,-9.573814392,-12.71859837,14.49569416
1.039505,-5.69041872,-10.57818127,5.383362293
1.05754438,-7.969698906,-9.275735855,9.8940382
1.07557995,-2.223614931,-4.286219597,-1.502361536
