"event","experiment time","system time","system time text"
"START",0.000000000E0,1636492437.570,"2021-11-09 22:13:57.570 UTC+01:00"
"PAUSE",4.972515686E1,1636492487.295,"2021-11-09 22:14:47.295 UTC+01:00"
